date,PMI,CPI,UNEMPLOYMENT,Spread,Commodity_Index,Libor,Interest_Rates,Philly_Fed
2016-08-04,52.9,0.8,4.8,124.207,460.27,0.4984,0.5,1.6
2016-08-05,52.9,0.8,4.8,132.474,460.89,0.5039,0.5,1.6
2016-08-08,52.9,0.8,4.8,132.819,460.91,0.5119,0.5,1.6
2016-08-09,52.9,0.8,4.8,126.218,458.96,0.51315,0.5,1.6
2016-08-10,52.9,0.8,4.8,122.258,458.45,0.51765,0.5,1.6
2016-08-11,52.9,0.8,4.8,127.441,458.12,0.50765,0.5,1.6
2016-08-12,52.9,0.8,4.8,123.375,455.84,0.50665,0.5,1.6
2016-08-15,52.9,0.8,4.8,126.764,454.58,0.50744,0.5,1.6
2016-08-16,52.9,0.8,4.8,129.559,454.55,0.50744,0.5,1.6
2016-08-17,52.9,0.8,4.8,124.98,454.99,0.51411,0.5,1.6
2016-08-18,52.9,0.8,4.8,123.623,455.38,0.51244,0.5,1.6
2016-08-19,52.9,0.8,4.8,127.372,455.79,0.52106,0.5,1.6
2016-08-22,52.9,0.8,4.8,124.814,455.31,0.52217,0.5,1.6
2016-08-23,52.9,0.8,4.8,124.138,455.12,0.52439,0.5,1.6
2016-08-24,52.9,0.8,4.8,124.148,455.19,0.51994,0.5,1.6
2016-08-25,52.9,0.8,4.8,125.006,455.25,0.52383,0.5,1.6
2016-08-26,52.9,0.8,4.8,130.49,455.11,0.52439,0.5,1.6
2016-08-29,52.9,0.8,4.8,124.494,455.11,0.52439,0.5,1.6
2016-08-30,52.9,0.8,4.8,123.653,454.48,0.52322,0.5,1.6
2016-08-31,49.6,1.1,4.9,124.513,454.2,0.52489,0.5,6.5
2016-09-01,49.6,1.1,4.9,123.827,456.74,0.52294,0.5,6.5
2016-09-02,49.6,1.1,4.9,127.767,456.98,0.52572,0.5,6.5
2016-09-05,49.6,1.1,4.9,127.767,456.98,0.51933,0.5,6.5
2016-09-06,49.6,1.1,4.9,121.946,458.51,0.51656,0.5,6.5
2016-09-07,49.6,1.1,4.9,119.824,459.1,0.51322,0.5,6.5
2016-09-08,49.6,1.1,4.9,125.305,459.04,0.51822,0.5,6.5
2016-09-09,49.6,1.1,4.9,133.408,457.66,0.52689,0.5,6.5
2016-09-12,49.6,1.1,4.9,129.656,452.84,0.52772,0.5,6.5
2016-09-13,49.6,1.1,4.9,137.193,453.17,0.52428,0.5,6.5
2016-09-14,49.6,1.1,4.9,137.29,454.91,0.52956,0.5,6.5
2016-09-15,49.6,1.1,4.9,140.155,454.38,0.53094,0.5,6.5
2016-09-16,49.6,1.1,4.9,140.851,454.29,0.53178,0.5,6.5
2016-09-19,49.6,1.1,4.9,145.815,454.39,0.53617,0.5,6.5
2016-09-20,49.6,1.1,4.9,139.497,455.21,0.54306,0.5,6.5
2016-09-21,49.6,1.1,4.9,144.316,456.05,0.54633,0.5,6.5
2016-09-22,49.6,1.1,4.9,144.76,457.21,0.52528,0.5,6.5
2016-09-23,49.6,1.1,4.9,144.596,456.5,0.52222,0.5,6.5
2016-09-26,49.6,1.1,4.9,139.628,456.34,0.52444,0.5,6.5
2016-09-27,49.6,1.1,4.9,129.774,458.53,0.52667,0.5,6.5
2016-09-28,49.6,1.1,4.9,129.292,459.29,0.52438,0.5,6.5
2016-09-29,49.6,1.1,4.9,130.12,460.33,0.52722,0.5,6.5
2016-09-30,51.3,1.5,5.0,131.541,461.48,0.53111,0.5,12.4
2016-10-03,51.3,1.5,5.0,131.771,461.49,0.52833,0.5,12.4
2016-10-04,51.3,1.5,5.0,136.079,462.23,0.52722,0.5,12.4
2016-10-05,51.3,1.5,5.0,137.654,462.88,0.52567,0.5,12.4
2016-10-06,51.3,1.5,5.0,141.159,462.51,0.52956,0.5,12.4
2016-10-07,51.3,1.5,5.0,139.765,461.58,0.529,0.5,12.4
2016-10-10,51.3,1.5,5.0,139.765,462.28,0.52956,0.5,12.4
2016-10-11,51.3,1.5,5.0,142.807,458.93,0.53067,0.5,12.4
2016-10-12,51.3,1.5,5.0,142.416,458.85,0.53456,0.5,12.4
2016-10-13,51.3,1.5,5.0,145.195,457.36,0.53456,0.5,12.4
2016-10-14,51.3,1.5,5.0,150.346,457.3,0.53567,0.5,12.4
2016-10-17,51.3,1.5,5.0,146.161,457.46,0.52789,0.5,12.4
2016-10-18,51.3,1.5,5.0,139.796,458.25,0.52567,0.5,12.4
2016-10-19,51.3,1.5,5.0,140.838,459.51,0.52456,0.5,12.4
2016-10-20,51.3,1.5,5.0,142.077,459.05,0.524,0.5,12.4
2016-10-21,51.3,1.5,5.0,140.491,458.92,0.534,0.5,12.4
2016-10-24,51.3,1.5,5.0,144.002,458.97,0.534,0.5,12.4
2016-10-25,51.3,1.5,5.0,142.109,460.83,0.53589,0.5,12.4
2016-10-26,51.3,1.5,5.0,146.336,462.55,0.53478,0.5,12.4
2016-10-27,51.3,1.5,5.0,156.447,463.34,0.53433,0.5,12.4
2016-10-28,51.3,1.5,5.0,156.091,464.86,0.53267,0.5,12.4
2016-10-31,51.7,1.6,4.9,152.111,464.5,0.53378,0.5,10.2
2016-11-01,51.7,1.6,4.9,147.12,466.56,0.53044,0.5,10.2
2016-11-02,51.7,1.6,4.9,143.621,469.33,0.532,0.5,10.2
2016-11-03,51.7,1.6,4.9,144.009,469.73,0.53256,0.5,10.2
2016-11-04,51.7,1.6,4.9,140.482,472.02,0.53533,0.5,10.2
2016-11-07,51.7,1.6,4.9,141.902,473.62,0.53533,0.5,10.2
2016-11-08,51.7,1.6,4.9,143.173,477.28,0.537,0.5,10.2
2016-11-09,51.7,1.6,4.9,162.575,484.65,0.53644,0.5,10.2
2016-11-10,51.7,1.6,4.9,167.807,487.62,0.53817,0.5,10.2
2016-11-11,51.7,1.6,4.9,167.807,487.95,0.53817,0.5,10.2
2016-11-14,51.7,1.6,4.9,174.372,486.78,0.54206,0.5,10.2
2016-11-15,51.7,1.6,4.9,173.165,486.69,0.55011,0.5,10.2
2016-11-16,51.7,1.6,4.9,176.065,486.59,0.55456,0.5,10.2
2016-11-17,51.7,1.6,4.9,187.127,488.0,0.56178,0.5,10.2
2016-11-18,51.7,1.6,4.9,192.02,486.39,0.566,0.5,10.2
2016-11-21,51.7,1.6,4.9,187.902,488.59,0.56778,0.5,10.2
2016-11-22,51.7,1.6,4.9,182.467,488.75,0.58422,0.5,10.2
2016-11-23,51.7,1.6,4.9,185.236,490.22,0.592,0.5,10.2
2016-11-24,51.7,1.6,4.9,185.236,490.22,0.60256,0.5,10.2
2016-11-25,51.7,1.6,4.9,185.983,489.85,0.60589,0.5,10.2
2016-11-28,51.7,1.6,4.9,184.548,489.73,0.60561,0.5,10.2
2016-11-29,51.7,1.6,4.9,180.878,491.44,0.61672,0.5,10.2
2016-11-30,53.0,1.7,4.7,189.876,493.44,0.62367,0.5,9.6
2016-12-01,53.0,1.7,4.7,197.61,491.23,0.6345,0.5,9.6
2016-12-02,53.0,1.7,4.7,191.802,491.34,0.64667,0.5,9.6
2016-12-05,53.0,1.7,4.7,192.717,491.4,0.65194,0.5,9.6
2016-12-06,53.0,1.7,4.7,189.639,492.38,0.64889,0.5,9.6
2016-12-07,53.0,1.7,4.7,183.756,491.97,0.65417,0.5,9.6
2016-12-08,53.0,1.7,4.7,189.947,492.48,0.66389,0.5,9.6
2016-12-09,53.0,1.7,4.7,192.94,497.69,0.68,0.5,9.6
2016-12-12,53.0,1.7,4.7,196.367,497.43,0.69472,0.5,9.6
2016-12-13,53.0,1.7,4.7,193.325,498.53,0.70389,0.5,9.6
2016-12-14,53.0,1.7,4.7,203.262,498.34,0.70728,0.75,9.6
2016-12-15,53.0,1.7,4.7,209.424,498.63,0.73622,0.75,9.6
2016-12-16,53.0,1.7,4.7,209.423,497.9,0.739,0.75,9.6
2016-12-19,53.0,1.7,4.7,204.587,495.61,0.744,0.75,9.6
2016-12-20,53.0,1.7,4.7,204.593,493.81,0.749,0.75,9.6
2016-12-21,53.0,1.7,4.7,202.717,493.9,0.755,0.75,9.6
2016-12-22,53.0,1.7,4.7,204.392,493.76,0.75611,0.75,9.6
2016-12-23,53.0,1.7,4.7,202.463,492.91,0.76111,0.75,9.6
2016-12-26,53.0,1.7,4.7,202.463,492.91,0.76111,0.75,9.6
2016-12-27,53.0,1.7,4.7,204.187,493.67,0.76111,0.75,9.6
2016-12-28,53.0,1.7,4.7,199.535,493.0,0.77,0.75,9.6
2016-12-29,53.0,1.7,4.7,202.336,493.02,0.77111,0.75,9.6
2016-12-30,53.0,1.7,4.7,194.002,493.21,0.77167,0.75,9.6
2017-01-02,54.3,2.1,4.7,194.185,493.21,0.77167,0.75,21.8
2017-01-03,54.3,2.1,4.7,195.214,493.74,0.77333,0.75,21.8
2017-01-04,54.3,2.1,4.7,190.605,495.14,0.76556,0.75,21.8
2017-01-05,54.3,2.1,4.7,182.657,494.11,0.76556,0.75,21.8
2017-01-06,54.3,2.1,4.7,190.161,495.1,0.76333,0.75,21.8
2017-01-09,54.3,2.1,4.7,186.22,499.29,0.76333,0.75,21.8
2017-01-10,54.3,2.1,4.7,186.301,502.95,0.765,0.75,21.8
2017-01-11,54.3,2.1,4.7,185.947,504.54,0.76722,0.75,21.8
2017-01-12,54.3,2.1,4.7,184.537,504.37,0.76722,0.75,21.8
2017-01-13,54.3,2.1,4.7,186.665,504.96,0.76833,0.75,21.8
2017-01-16,54.3,2.1,4.7,186.848,504.96,0.76778,0.75,21.8
2017-01-17,54.3,2.1,4.7,179.747,503.77,0.76944,0.75,21.8
2017-01-18,54.3,2.1,4.7,190.165,503.38,0.77667,0.75,21.8
2017-01-19,54.3,2.1,4.7,196.628,503.18,0.77639,0.75,21.8
2017-01-20,54.3,2.1,4.7,196.436,504.66,0.77528,0.75,21.8
2017-01-23,54.3,2.1,4.7,190.476,505.36,0.77111,0.75,21.8
2017-01-24,54.3,2.1,4.7,195.763,507.01,0.77333,0.75,21.8
2017-01-25,54.3,2.1,4.7,201.419,507.42,0.77611,0.75,21.8
2017-01-26,54.3,2.1,4.7,200.182,505.84,0.77611,0.75,21.8
2017-01-27,54.3,2.1,4.7,197.168,507.23,0.77833,0.75,21.8
2017-01-30,54.3,2.1,4.7,198.059,504.99,0.78,0.75,21.8
2017-01-31,56.0,2.5,4.7,193.536,506.51,0.77944,0.75,26.0
2017-02-01,56.0,2.5,4.7,196.229,509.22,0.78,0.75,26.0
2017-02-02,56.0,2.5,4.7,197.12,508.92,0.77667,0.75,26.0
2017-02-03,56.0,2.5,4.7,196.232,507.62,0.77556,0.75,26.0
2017-02-06,56.0,2.5,4.7,188.488,505.82,0.77528,0.75,26.0
2017-02-07,56.0,2.5,4.7,187.206,505.34,0.77278,0.75,26.0
2017-02-08,56.0,2.5,4.7,179.821,506.24,0.77167,0.75,26.0
2017-02-09,56.0,2.5,4.7,185.168,504.06,0.77056,0.75,26.0
2017-02-10,56.0,2.5,4.7,186.925,505.55,0.77111,0.75,26.0
2017-02-13,56.0,2.5,4.7,189.78,507.67,0.77,0.75,26.0
2017-02-14,56.0,2.5,4.7,192.667,507.56,0.77,0.75,26.0
2017-02-15,56.0,2.5,4.7,195.515,507.74,0.77222,0.75,26.0
2017-02-16,56.0,2.5,4.7,192.205,506.33,0.78056,0.75,26.0
2017-02-17,56.0,2.5,4.7,189.694,504.93,0.77944,0.75,26.0
2017-02-20,56.0,2.5,4.7,189.694,504.93,0.77722,0.75,26.0
2017-02-21,56.0,2.5,4.7,191.128,506.51,0.77944,0.75,26.0
2017-02-22,56.0,2.5,4.7,189.519,506.2,0.77944,0.75,26.0
2017-02-23,56.0,2.5,4.7,185.931,503.76,0.77833,0.75,26.0
2017-02-24,56.0,2.5,4.7,180.415,504.73,0.78056,0.75,26.0
2017-02-27,56.0,2.5,4.7,185.741,503.7,0.78444,0.75,26.0
2017-02-28,57.6,2.7,4.7,178.067,504.95,0.78889,0.75,37.8
2017-03-01,57.6,2.7,4.7,182.812,506.82,0.81056,0.75,37.8
2017-03-02,57.6,2.7,4.7,181.087,506.22,0.83,0.75,37.8
2017-03-03,57.6,2.7,4.7,177.218,506.76,0.83444,0.75,37.8
2017-03-06,57.6,2.7,4.7,177.355,505.95,0.84667,0.75,37.8
2017-03-07,57.6,2.7,4.7,177.126,504.09,0.85444,0.75,37.8
2017-03-08,57.6,2.7,4.7,183.851,503.64,0.85778,0.75,37.8
2017-03-09,57.6,2.7,4.7,187.073,508.45,0.88139,0.75,37.8
2017-03-10,57.6,2.7,4.7,182.8,507.55,0.89056,0.75,37.8
2017-03-13,57.6,2.7,4.7,187.927,508.75,0.91222,0.75,37.8
2017-03-14,57.6,2.7,4.7,183.328,511.01,0.92833,0.75,37.8
2017-03-15,57.6,2.7,4.7,176.677,511.34,0.94278,1.0,37.8
2017-03-16,57.6,2.7,4.7,181.401,512.98,0.97833,1.0,37.8
2017-03-17,57.6,2.7,4.7,176.922,514.89,0.97611,1.0,37.8
2017-03-20,57.6,2.7,4.7,172.949,514.3,0.97722,1.0,37.8
2017-03-21,57.6,2.7,4.7,165.566,513.49,0.97722,1.0,37.8
2017-03-22,57.6,2.7,4.7,163.296,513.88,0.98389,1.0,37.8
2017-03-23,57.6,2.7,4.7,164.74,513.13,0.98167,1.0,37.8
2017-03-24,57.6,2.7,4.7,164.545,512.18,0.98278,1.0,37.8
2017-03-27,57.6,2.7,4.7,159.939,510.51,0.98222,1.0,37.8
2017-03-28,57.6,2.7,4.7,164.067,513.87,0.98222,1.0,37.8
2017-03-29,57.6,2.7,4.7,159.937,513.81,0.98222,1.0,37.8
2017-03-30,57.6,2.7,4.7,165.785,514.32,0.98278,1.0,37.8
2017-03-31,56.6,2.4,4.4,163.069,514.96,0.98278,1.0,32.2
2017-04-03,56.6,2.4,4.4,155.752,512.28,0.98333,1.0,32.2
2017-04-04,56.6,2.4,4.4,158.337,511.63,0.98611,1.0,32.2
2017-04-05,56.6,2.4,4.4,153.286,512.35,0.98556,1.0,32.2
2017-04-06,56.6,2.4,4.4,153.318,513.26,0.98944,1.0,32.2
2017-04-07,56.6,2.4,4.4,156.445,512.52,0.99,1.0,32.2
2017-04-10,56.6,2.4,4.4,155.848,507.08,0.98833,1.0,32.2
2017-04-11,56.6,2.4,4.4,148.341,505.7,0.99,1.0,32.2
2017-04-12,56.6,2.4,4.4,143.152,503.53,0.99389,1.0,32.2
2017-04-13,56.6,2.4,4.4,142.979,503.31,0.99444,1.0,32.2
2017-04-14,56.6,2.4,4.4,142.979,503.31,0.99444,1.0,32.2
2017-04-17,56.6,2.4,4.4,144.226,504.61,0.99444,1.0,32.2
2017-04-18,56.6,2.4,4.4,136.055,502.88,0.99278,1.0,32.2
2017-04-19,56.6,2.4,4.4,140.992,504.01,0.99111,1.0,32.2
2017-04-20,56.6,2.4,4.4,143.965,501.87,0.98833,1.0,32.2
2017-04-21,56.6,2.4,4.4,147.099,502.49,0.99056,1.0,32.2
2017-04-24,56.6,2.4,4.4,148.074,501.96,0.99111,1.0,32.2
2017-04-25,56.6,2.4,4.4,151.438,502.0,0.99222,1.0,32.2
2017-04-26,56.6,2.4,4.4,148.567,503.38,0.99278,1.0,32.2
2017-04-27,56.6,2.4,4.4,149.2,503.59,0.995,1.0,32.2
2017-04-28,56.6,2.4,4.4,148.283,504.37,0.995,1.0,32.2
2017-05-01,55.8,2.2,4.4,151.038,505.39,0.995,1.0,22.5
2017-05-02,55.8,2.2,4.4,143.185,504.72,0.99278,1.0,22.5
2017-05-03,55.8,2.2,4.4,144.744,503.07,0.99167,1.0,22.5
2017-05-04,55.8,2.2,4.4,147.516,502.07,0.99278,1.0,22.5
2017-05-05,55.8,2.2,4.4,145.97,499.83,0.99444,1.0,22.5
2017-05-08,55.8,2.2,4.4,149.269,499.45,0.99411,1.0,22.5
2017-05-09,55.8,2.2,4.4,149.839,503.16,0.98856,1.0,22.5
2017-05-10,55.8,2.2,4.4,151.991,502.11,0.98856,1.0,22.5
2017-05-11,55.8,2.2,4.4,150.845,504.48,0.98911,1.0,22.5
2017-05-12,55.8,2.2,4.4,145.195,505.15,0.99244,1.0,22.5
2017-05-15,55.8,2.2,4.4,146.445,506.3,1.00078,1.0,22.5
2017-05-16,55.8,2.2,4.4,141.617,505.82,0.99911,1.0,22.5
2017-05-17,55.8,2.2,4.4,133.005,505.53,1.00356,1.0,22.5
2017-05-18,55.8,2.2,4.4,131.489,505.13,1.00994,1.0,22.5
2017-05-19,55.8,2.2,4.4,132.516,504.38,1.01711,1.0,22.5
2017-05-22,55.8,2.2,4.4,135.452,505.79,1.02939,1.0,22.5
2017-05-23,55.8,2.2,4.4,137.041,506.05,1.02356,1.0,22.5
2017-05-24,55.8,2.2,4.4,132.029,506.51,1.03272,1.0,22.5
2017-05-25,55.8,2.2,4.4,133.062,506.84,1.04383,1.0,22.5
2017-05-26,55.8,2.2,4.4,131.675,506.11,1.04467,1.0,22.5
2017-05-29,55.8,2.2,4.4,131.675,506.11,1.04467,1.0,22.5
2017-05-30,55.8,2.2,4.4,128.008,503.78,1.0505,1.0,22.5
2017-05-31,55.5,1.9,4.4,122.708,507.01,1.06033,1.0,34.0
2017-06-01,55.5,1.9,4.4,123.578,506.96,1.07589,1.0,34.0
2017-06-02,55.5,1.9,4.4,118.351,505.64,1.08617,1.0,34.0
2017-06-05,55.5,1.9,4.4,120.608,504.28,1.08422,1.0,34.0
2017-06-06,55.5,1.9,4.4,116.939,502.55,1.08867,1.0,34.0
2017-06-07,55.5,1.9,4.4,118.187,501.57,1.096,1.0,34.0
2017-06-08,55.5,1.9,4.4,119.242,502.22,1.11711,1.0,34.0
2017-06-09,55.5,1.9,4.4,119.948,502.52,1.12711,1.0,34.0
2017-06-12,55.5,1.9,4.4,121.344,502.51,1.13933,1.0,34.0
2017-06-13,55.5,1.9,4.4,120.974,501.97,1.15889,1.0,34.0
2017-06-14,55.5,1.9,4.4,111.928,499.75,1.17167,1.25,34.0
2017-06-15,55.5,1.9,4.4,115.748,499.87,1.20944,1.25,34.0
2017-06-16,55.5,1.9,4.4,114.522,500.52,1.21222,1.25,34.0
2017-06-19,55.5,1.9,4.4,118.181,500.22,1.21389,1.25,34.0
2017-06-20,55.5,1.9,4.4,114.0,499.91,1.21556,1.25,34.0
2017-06-21,55.5,1.9,4.4,117.751,500.65,1.21556,1.25,34.0
2017-06-22,55.5,1.9,4.4,119.236,499.66,1.21611,1.25,34.0
2017-06-23,55.5,1.9,4.4,118.194,501.57,1.22,1.25,34.0
2017-06-26,55.5,1.9,4.4,117.668,502.13,1.22211,1.25,34.0
2017-06-27,55.5,1.9,4.4,119.879,503.41,1.22378,1.25,34.0
2017-06-28,55.5,1.9,4.4,122.16,503.93,1.22611,1.25,34.0
2017-06-29,55.5,1.9,4.4,123.997,505.5,1.22722,1.25,34.0
2017-06-30,56.5,1.6,4.3,128.733,506.35,1.22389,1.25,27.6
2017-07-03,56.5,1.6,4.3,131.829,505.44,1.22689,1.25,27.6
2017-07-04,56.5,1.6,4.3,130.28,505.44,1.22333,1.25,27.6
2017-07-05,56.5,1.6,4.3,127.612,504.76,1.22333,1.25,27.6
2017-07-06,56.5,1.6,4.3,132.909,505.89,1.22444,1.25,27.6
2017-07-07,56.5,1.6,4.3,134.884,505.24,1.22633,1.25,27.6
2017-07-10,56.5,1.6,4.3,133.635,504.63,1.22389,1.25,27.6
2017-07-11,56.5,1.6,4.3,131.856,502.88,1.22389,1.25,27.6
2017-07-12,56.5,1.6,4.3,127.068,503.22,1.22444,1.25,27.6
2017-07-13,56.5,1.6,4.3,130.762,502.6,1.22556,1.25,27.6
2017-07-14,56.5,1.6,4.3,129.519,503.22,1.22611,1.25,27.6
2017-07-17,56.5,1.6,4.3,127.228,504.01,1.22833,1.25,27.6
2017-07-18,56.5,1.6,4.3,120.171,505.09,1.22778,1.25,27.6
2017-07-19,56.5,1.6,4.3,116.138,504.41,1.22889,1.25,27.6
2017-07-20,56.5,1.6,4.3,111.506,504.64,1.22722,1.25,27.6
2017-07-21,56.5,1.6,4.3,107.342,501.38,1.23222,1.25,27.6
2017-07-24,56.5,1.6,4.3,108.095,501.63,1.23278,1.25,27.6
2017-07-25,56.5,1.6,4.3,117.107,504.78,1.23278,1.25,27.6
2017-07-26,56.5,1.6,4.3,116.879,505.52,1.23333,1.25,27.6
2017-07-27,56.5,1.6,4.3,120.906,506.74,1.23389,1.25,27.6
2017-07-28,56.5,1.6,4.3,120.629,506.36,1.23167,1.25,27.6
2017-07-31,56.6,1.7,4.3,121.675,506.33,1.23167,1.25,22.3
2017-08-01,56.6,1.7,4.3,118.067,506.79,1.23167,1.25,22.3
2017-08-02,56.6,1.7,4.3,119.847,506.98,1.23056,1.25,22.3
2017-08-03,56.6,1.7,4.3,113.725,506.69,1.23056,1.25,22.3
2017-08-04,56.6,1.7,4.3,118.193,507.99,1.22889,1.25,22.3
2017-08-07,56.6,1.7,4.3,119.596,508.51,1.22889,1.25,22.3
2017-08-08,56.6,1.7,4.3,120.083,510.65,1.23056,1.25,22.3
2017-08-09,56.6,1.7,4.3,119.423,511.19,1.22889,1.25,22.3
2017-08-10,56.6,1.7,4.3,115.817,510.77,1.22889,1.25,22.3
2017-08-11,56.6,1.7,4.3,115.082,510.74,1.22667,1.25,22.3
2017-08-14,56.6,1.7,4.3,118.943,509.77,1.22778,1.25,22.3
2017-08-15,56.6,1.7,4.3,124.487,508.64,1.22833,1.25,22.3
2017-08-16,56.6,1.7,4.3,120.55,509.89,1.22833,1.25,22.3
2017-08-17,56.6,1.7,4.3,117.903,510.86,1.23056,1.25,22.3
2017-08-18,56.6,1.7,4.3,118.396,512.09,1.2349999999999999,1.25,22.3
2017-08-21,56.6,1.7,4.3,119.595,514.13,1.23556,1.25,22.3
2017-08-22,56.6,1.7,4.3,120.427,514.5,1.23611,1.25,22.3
2017-08-23,56.6,1.7,4.3,116.349,514.87,1.23444,1.25,22.3
2017-08-24,56.6,1.7,4.3,117.359,515.47,1.23389,1.25,22.3
2017-08-25,56.6,1.7,4.3,114.822,514.28,1.23556,1.25,22.3
2017-08-28,56.6,1.7,4.3,112.55,515.95,1.23556,1.25,22.3
2017-08-29,56.6,1.7,4.3,110.129,516.75,1.23889,1.25,22.3
2017-08-30,56.6,1.7,4.3,110.685,517.06,1.23722,1.25,22.3
2017-08-31,58.9,1.9,4.4,111.968,516.96,1.23167,1.25,22.8
2017-09-01,58.9,1.9,4.4,115.064,517.73,1.23056,1.25,22.8
2017-09-04,58.9,1.9,4.4,115.064,517.73,1.23167,1.25,22.8
2017-09-05,58.9,1.9,4.4,104.329,519.51,1.23111,1.25,22.8
2017-09-06,58.9,1.9,4.4,103.975,520.2,1.23222,1.25,22.8
2017-09-07,58.9,1.9,4.4,99.046,518.54,1.2349999999999999,1.25,22.8
2017-09-08,58.9,1.9,4.4,100.377,517.2,1.23611,1.25,22.8
2017-09-11,58.9,1.9,4.4,108.75,517.05,1.23611,1.25,22.8
2017-09-12,58.9,1.9,4.4,112.273,515.01,1.23667,1.25,22.8
2017-09-13,58.9,1.9,4.4,114.379,512.32,1.23444,1.25,22.8
2017-09-14,58.9,1.9,4.4,113.519,511.74,1.23444,1.25,22.8
2017-09-15,58.9,1.9,4.4,116.682,509.92,1.23722,1.25,22.8
2017-09-18,58.9,1.9,4.4,120.728,511.02,1.23611,1.25,22.8
2017-09-19,58.9,1.9,4.4,120.007,512.23,1.23722,1.25,22.8
2017-09-20,58.9,1.9,4.4,122.566,512.3,1.23556,1.25,22.8
2017-09-21,58.9,1.9,4.4,123.456,511.31,1.23722,1.25,22.8
2017-09-22,58.9,1.9,4.4,122.08,511.0,1.23833,1.25,22.8
2017-09-25,58.9,1.9,4.4,120.094,511.91,1.23667,1.25,22.8
2017-09-26,58.9,1.9,4.4,117.081,511.45,1.23444,1.25,22.8
2017-09-27,58.9,1.9,4.4,124.927,511.01,1.2349999999999999,1.25,22.8
2017-09-28,58.9,1.9,4.4,125.135,510.87,1.2349999999999999,1.25,22.8
2017-09-29,58.9,1.9,4.4,127.522,510.5,1.23222,1.25,22.8
2017-10-02,60.0,2.2,4.2,130.663,508.95,1.23333,1.25,24.2
2017-10-03,60.0,2.2,4.2,126.182,509.17,1.2377799999999999,1.25,24.2
2017-10-04,60.0,2.2,4.2,125.371,510.06,1.2377799999999999,1.25,24.2
2017-10-05,60.0,2.2,4.2,128.062,511.87,1.2377799999999999,1.25,24.2
2017-10-06,60.0,2.2,4.2,129.033,510.47,1.2349999999999999,1.25,24.2
2017-10-09,60.0,2.2,4.2,129.033,506.09,1.23722,1.25,24.2
2017-10-10,60.0,2.2,4.2,127.818,506.6,1.2377799999999999,1.25,24.2
2017-10-11,60.0,2.2,4.2,125.524,506.99,1.23889,1.25,24.2
2017-10-12,60.0,2.2,4.2,123.882,506.44,1.23889,1.25,24.2
2017-10-13,60.0,2.2,4.2,120.062,504.96,1.23667,1.25,24.2
2017-10-16,60.0,2.2,4.2,122.595,505.79,1.23666,1.25,24.2
2017-10-17,60.0,2.2,4.2,119.925,504.9,1.23777,1.25,24.2
2017-10-18,60.0,2.2,4.2,125.36,498.07,1.23888,1.25,24.2
2017-10-19,60.0,2.2,4.2,122.491,497.98,1.23888,1.25,24.2
2017-10-20,60.0,2.2,4.2,127.896,495.53,1.23788,1.25,24.2
2017-10-23,60.0,2.2,4.2,127.116,497.76,1.23788,1.25,24.2
2017-10-24,60.0,2.2,4.2,130.307,497.48,1.23955,1.25,24.2
2017-10-25,60.0,2.2,4.2,132.35,498.45,1.23999,1.25,24.2
2017-10-26,60.0,2.2,4.2,135.27,497.72,1.24166,1.25,24.2
2017-10-27,60.0,2.2,4.2,130.348,497.39,1.24233,1.25,24.2
2017-10-30,60.0,2.2,4.2,126.552,495.83,1.24214,1.25,24.2
2017-10-31,58.4,2.0,4.1,124.562,496.27,1.24333,1.25,26.6
2017-11-01,58.4,2.0,4.1,120.785,497.97,1.24333,1.25,26.6
2017-11-02,58.4,2.0,4.1,117.826,499.03,1.24212,1.25,26.6
2017-11-03,58.4,2.0,4.1,115.816,497.72,1.24322,1.25,26.6
2017-11-06,58.4,2.0,4.1,113.179,497.99,1.24424,1.25,26.6
2017-11-07,58.4,2.0,4.1,110.3,498.17,1.24389,1.25,26.6
2017-11-08,58.4,2.0,4.1,110.377,498.94,1.24606,1.25,26.6
2017-11-09,58.4,2.0,4.1,110.853,498.24,1.24494,1.25,26.6
2017-11-10,58.4,2.0,4.1,117.309,499.19,1.24606,1.25,26.6
2017-11-13,58.4,2.0,4.1,118.791,501.02,1.25028,1.25,26.6
2017-11-14,58.4,2.0,4.1,112.837,499.65,1.2635,1.25,26.6
2017-11-15,58.4,2.0,4.1,107.63,498.31,1.266,1.25,26.6
2017-11-16,58.4,2.0,4.1,110.911,498.05,1.28267,1.25,26.6
2017-11-17,58.4,2.0,4.1,107.737,498.14,1.28719,1.25,26.6
2017-11-20,58.4,2.0,4.1,109.795,499.11,1.2941799999999999,1.25,26.6
2017-11-21,58.4,2.0,4.1,107.175,499.07,1.31287,1.25,26.6
2017-11-22,58.4,2.0,4.1,102.955,499.95,1.3275000000000001,1.25,26.6
2017-11-23,58.4,2.0,4.1,102.955,499.95,1.32862,1.25,26.6
2017-11-24,58.4,2.0,4.1,107.063,501.72,1.33756,1.25,26.6
2017-11-27,58.4,2.0,4.1,107.69,501.09,1.34676,1.25,26.6
2017-11-28,58.4,2.0,4.1,104.605,500.17,1.34978,1.25,26.6
2017-11-29,58.4,2.0,4.1,109.384,499.89,1.36069,1.25,26.6
2017-11-30,57.7,2.2,4.2,114.597,499.43,1.37188,1.25,23.9
2017-12-01,57.7,2.2,4.2,109.544,500.29,1.37938,1.25,23.9
2017-12-04,57.7,2.2,4.2,109.601,500.37,1.39181,1.25,23.9
