,Date,RTG_SP,RTG_SP_CHANGE,RTG_FITCH,RTG_FITCH_CHANGE,RTG_MOODY,RTG_MOODY_CHANGE,TOT_DEBT_TO_TOT_EQY,CUR_RATIO,IS_EPS,RETURN_ON_ASSET,RETURN_COM_EQY,EBITDA_TO_REVENUE,DAYS_TO_MTY_TDY,DAYS_TO_NEXT_COUPON,CALLABLE,NORMALIZED_PAYMENT_RANK,CPN_TYP,CPN_FREQ,VOLATILITY_360D,VOLATILITY_90D,VOLATILITY_30D,"('EK882203@BMRK Corp', 'PX_LAST')"
27,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
28,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
29,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
30,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
31,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
32,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
33,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
34,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
35,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
36,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
37,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
38,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
39,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
40,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
41,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
42,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
43,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
44,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
45,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
46,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
47,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
48,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
49,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
50,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
51,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
52,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
53,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
54,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
55,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
56,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
57,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
58,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
59,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
60,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
61,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
62,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309442043304443,4.646617412567139,
63,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
64,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
65,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
66,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
67,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
68,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
69,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
70,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
71,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
72,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
73,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
74,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
75,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
76,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
77,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
78,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
79,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
80,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
81,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
82,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
83,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
84,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
85,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
86,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
87,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
88,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
89,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
90,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
91,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
92,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
93,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
94,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
95,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
96,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
97,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
98,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
99,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
100,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
101,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
102,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
103,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
104,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
105,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
106,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
107,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
108,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
109,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
110,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
111,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
112,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
113,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
114,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
115,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
116,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
117,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
118,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
119,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
120,,BB,0.0,,0.0,Ba2,0.0,16.375304270856383,1.5877025738798856,1.296,,,9.91039913114309,980.0,63.0,N,Sr Unsecured,FIXED,2.0,4.709190368652344,4.309319496154785,4.646617412567139,
