ticker,USURTOT Index
field,Last price
date,
2017-10-09,4.2
2017-10-10,4.2
2017-10-11,4.2
2017-10-12,4.2
2017-10-13,4.2
2017-10-16,4.2
2017-10-17,4.2
2017-10-18,4.2
2017-10-19,4.2
2017-10-20,4.2
2017-10-23,4.2
2017-10-24,4.2
2017-10-25,4.2
2017-10-26,4.2
2017-10-27,4.2
2017-10-30,4.2
2017-10-31,4.1
2017-11-01,4.1
2017-11-02,4.1
2017-11-03,4.1
2017-11-06,4.1
2017-11-07,4.1
2017-11-08,4.1
2017-11-09,4.1
2017-11-10,4.1
2017-11-13,4.1
2017-11-14,4.1
2017-11-15,4.1
2017-11-16,4.1
2017-11-17,4.1
2017-11-20,4.1
2017-11-21,4.1
2017-11-22,4.1
2017-11-23,4.1
2017-11-24,4.1
2017-11-27,4.1
2017-11-28,4.1
2017-11-29,4.1
2017-11-30,4.2
2017-12-01,4.2
2017-12-04,4.2
2017-12-05,4.2
2017-12-06,4.2
2017-12-07,4.2
2017-12-08,4.2
2017-12-11,4.2
2017-12-12,4.2
2017-12-13,4.2
2017-12-14,4.2
2017-12-15,4.2
2017-12-18,4.2
2017-12-19,4.2
2017-12-20,4.2
2017-12-21,4.2
2017-12-22,4.2
2017-12-25,4.2
2017-12-26,4.2
2017-12-27,4.2
2017-12-28,4.2
2017-12-29,4.2
2017-12-31,4.1
2018-01-01,4.1
2018-01-02,4.1
2018-01-03,4.1
2018-01-04,4.1
2018-01-05,4.1
2018-01-08,4.1
2018-01-09,4.1
2018-01-10,4.1
2018-01-11,4.1
2018-01-12,4.1
2018-01-15,4.1
2018-01-16,4.1
2018-01-17,4.1
2018-01-18,4.1
2018-01-19,4.1
2018-01-22,4.1
2018-01-23,4.1
2018-01-24,4.1
2018-01-25,4.1
2018-01-26,4.1
2018-01-29,4.1
2018-01-30,4.1
2018-01-31,4.1
2018-02-01,4.1
2018-02-02,4.1
2018-02-05,4.1
2018-02-06,4.1
2018-02-07,4.1
2018-02-08,4.1
2018-02-09,4.1
2018-02-12,4.1
2018-02-13,4.1
2018-02-14,4.1
2018-02-15,4.1
2018-02-16,4.1
2018-02-19,4.1
2018-02-20,4.1
2018-02-21,4.1
2018-02-22,4.1
2018-02-23,4.1
2018-02-26,4.1
2018-02-27,4.1
2018-02-28,4.1
2018-03-01,4.1
2018-03-02,4.1
2018-03-05,4.1
2018-03-06,4.1
2018-03-07,4.1
2018-03-08,4.1
2018-03-09,4.1
2018-03-12,4.1
2018-03-13,4.1
2018-03-14,4.1
2018-03-15,4.1
2018-03-16,4.1
2018-03-19,4.1
2018-03-20,4.1
2018-03-21,4.1
2018-03-22,4.1
2018-03-23,4.1
2018-03-26,4.1
2018-03-27,4.1
2018-03-28,4.1
2018-03-29,4.1
2018-03-30,4.1
2018-03-31,4.0
2018-04-02,4.0
2018-04-03,4.0
2018-04-04,4.0
2018-04-05,4.0
2018-04-06,4.0
2018-04-09,4.0
2018-04-10,4.0
2018-04-11,4.0
2018-04-12,4.0
2018-04-13,4.0
2018-04-16,4.0
2018-04-17,4.0
2018-04-18,4.0
2018-04-19,4.0
2018-04-20,4.0
2018-04-23,4.0
2018-04-24,4.0
2018-04-25,4.0
2018-04-26,4.0
2018-04-27,4.0
2018-04-30,3.9
2018-05-01,3.9
2018-05-02,3.9
2018-05-03,3.9
2018-05-04,3.9
2018-05-07,3.9
2018-05-08,3.9
2018-05-09,3.9
2018-05-10,3.9
2018-05-11,3.9
2018-05-14,3.9
2018-05-15,3.9
2018-05-16,3.9
2018-05-17,3.9
2018-05-18,3.9
2018-05-21,3.9
2018-05-22,3.9
2018-05-23,3.9
2018-05-24,3.9
2018-05-25,3.9
2018-05-28,3.9
2018-05-29,3.9
2018-05-30,3.9
2018-05-31,3.8
2018-06-01,3.8
2018-06-04,3.8
2018-06-05,3.8
2018-06-06,3.8
2018-06-07,3.8
2018-06-08,3.8
2018-06-11,3.8
2018-06-12,3.8
2018-06-13,3.8
2018-06-14,3.8
2018-06-15,3.8
2018-06-18,3.8
2018-06-19,3.8
2018-06-20,3.8
2018-06-21,3.8
2018-06-22,3.8
2018-06-25,3.8
2018-06-26,3.8
2018-06-27,3.8
2018-06-28,3.8
2018-06-29,3.8
2018-06-30,4.0
2018-07-02,4.0
2018-07-03,4.0
2018-07-04,4.0
2018-07-05,4.0
2018-07-06,4.0
2018-07-09,4.0
2018-07-10,4.0
2018-07-11,4.0
2018-07-12,4.0
2018-07-13,4.0
2018-07-16,4.0
2018-07-17,4.0
2018-07-18,4.0
2018-07-19,4.0
2018-07-20,4.0
2018-07-23,4.0
2018-07-24,4.0
2018-07-25,4.0
2018-07-26,4.0
2018-07-27,4.0
2018-07-30,4.0
2018-07-31,3.9
2018-08-01,3.9
2018-08-02,3.9
2018-08-03,3.9
2018-08-06,3.9
2018-08-07,3.9
2018-08-08,3.9
2018-08-09,3.9
2018-08-10,3.9
2018-08-13,3.9
2018-08-14,3.9
2018-08-15,3.9
2018-08-16,3.9
2018-08-17,3.9
2018-08-20,3.9
2018-08-21,3.9
2018-08-22,3.9
2018-08-23,3.9
2018-08-24,3.9
2018-08-27,3.9
2018-08-28,3.9
2018-08-29,3.9
2018-08-30,3.9
2018-08-31,3.8
2018-09-03,3.8
2018-09-04,3.8
2018-09-05,3.8
2018-09-06,3.8
2018-09-07,3.8
2018-09-10,3.8
2018-09-11,3.8
2018-09-12,3.8
2018-09-13,3.8
2018-09-14,3.8
2018-09-17,3.8
2018-09-18,3.8
2018-09-19,3.8
2018-09-20,3.8
2018-09-21,3.8
2018-09-24,3.8
2018-09-25,3.8
2018-09-26,3.8
2018-09-27,3.8
2018-09-28,3.8
2018-09-30,3.7
2018-10-01,3.7
2018-10-02,3.7
2018-10-03,3.7
2018-10-04,3.7
2018-10-05,3.7
2018-10-08,3.7
2018-10-09,3.7
2018-10-10,3.7
2018-10-11,3.7
2018-10-12,3.7
2018-10-15,3.7
2018-10-16,3.7
2018-10-17,3.7
2018-10-18,3.7
2018-10-19,3.7
2018-10-22,3.7
2018-10-23,3.7
2018-10-24,3.7
2018-10-25,3.7
2018-10-26,3.7
2018-10-29,3.7
2018-10-30,3.7
2018-10-31,3.8
2018-11-01,3.8
2018-11-02,3.8
2018-11-05,3.8
2018-11-06,3.8
2018-11-07,3.8
2018-11-08,3.8
2018-11-09,3.8
2018-11-12,3.8
2018-11-13,3.8
2018-11-14,3.8
2018-11-15,3.8
2018-11-16,3.8
2018-11-19,3.8
2018-11-20,3.8
2018-11-21,3.8
2018-11-22,3.8
2018-11-23,3.8
2018-11-26,3.8
2018-11-27,3.8
2018-11-28,3.8
2018-11-29,3.8
2018-11-30,3.7
2018-12-03,3.7
2018-12-04,3.7
2018-12-05,3.7
2018-12-06,3.7
2018-12-07,3.7
2018-12-10,3.7
2018-12-11,3.7
2018-12-12,3.7
2018-12-13,3.7
2018-12-14,3.7
2018-12-17,3.7
2018-12-18,3.7
2018-12-19,3.7
2018-12-20,3.7
2018-12-21,3.7
2018-12-24,3.7
2018-12-25,3.7
2018-12-26,3.7
2018-12-27,3.7
2018-12-28,3.7
2018-12-31,3.9
2019-01-01,3.9
2019-01-02,3.9
2019-01-03,3.9
2019-01-04,3.9
2019-01-07,3.9
2019-01-08,3.9
2019-01-09,3.9
2019-01-10,3.9
2019-01-11,3.9
2019-01-14,3.9
2019-01-15,3.9
2019-01-16,3.9
2019-01-17,3.9
2019-01-18,3.9
2019-01-21,3.9
2019-01-22,3.9
2019-01-23,3.9
2019-01-24,3.9
2019-01-25,3.9
2019-01-28,3.9
2019-01-29,3.9
2019-01-30,3.9
2019-01-31,4.0
2019-02-01,4.0
2019-02-04,4.0
2019-02-05,4.0
2019-02-06,4.0
2019-02-07,4.0
2019-02-08,4.0
2019-02-11,4.0
2019-02-12,4.0
2019-02-13,4.0
2019-02-14,4.0
2019-02-15,4.0
2019-02-18,4.0
2019-02-19,4.0
2019-02-20,4.0
2019-02-21,4.0
2019-02-22,4.0
2019-02-25,4.0
2019-02-26,4.0
2019-02-27,4.0
2019-02-28,3.8
2019-03-01,3.8
2019-03-04,3.8
2019-03-05,3.8
2019-03-06,3.8
2019-03-07,3.8
2019-03-08,3.8
2019-03-11,3.8
2019-03-12,3.8
2019-03-13,3.8
2019-03-14,3.8
2019-03-15,3.8
2019-03-18,3.8
2019-03-19,3.8
2019-03-20,3.8
2019-03-21,3.8
2019-03-22,3.8
2019-03-25,3.8
2019-03-26,3.8
2019-03-27,3.8
2019-03-28,3.8
2019-03-29,3.8
2019-03-31,3.8
2019-04-01,3.8
2019-04-02,3.8
2019-04-03,3.8
2019-04-04,3.8
2019-04-05,3.8
2019-04-08,3.8
2019-04-09,3.8
2019-04-10,3.8
2019-04-11,3.8
2019-04-12,3.8
2019-04-15,3.8
2019-04-16,3.8
2019-04-17,3.8
2019-04-18,3.8
2019-04-19,3.8
2019-04-22,3.8
2019-04-23,3.8
2019-04-24,3.8
2019-04-25,3.8
2019-04-26,3.8
2019-04-29,3.8
2019-04-30,3.6
2019-05-01,3.6
2019-05-02,3.6
2019-05-03,3.6
2019-05-06,3.6
2019-05-07,3.6
2019-05-08,3.6
2019-05-09,3.6
2019-05-10,3.6
2019-05-13,3.6
2019-05-14,3.6
2019-05-15,3.6
2019-05-16,3.6
2019-05-17,3.6
2019-05-20,3.6
2019-05-21,3.6
2019-05-22,3.6
2019-05-23,3.6
2019-05-24,3.6
2019-05-27,3.6
2019-05-28,3.6
2019-05-29,3.6
2019-05-30,3.6
2019-05-31,3.6
2019-06-03,3.6
2019-06-04,3.6
2019-06-05,3.6
2019-06-06,3.6
2019-06-07,3.6
2019-06-10,3.6
2019-06-11,3.6
2019-06-12,3.6
2019-06-13,3.6
2019-06-14,3.6
2019-06-17,3.6
2019-06-18,3.6
2019-06-19,3.6
2019-06-20,3.6
2019-06-21,3.6
2019-06-24,3.6
2019-06-25,3.6
2019-06-26,3.6
2019-06-27,3.6
2019-06-28,3.6
2019-06-30,3.7
