ticker,PMI,CPI,UNEMPLOYMENT,Spread,Commodity_Index,Libor,Interest_Rates,Philly_Fed
2015-04-28,51.8,-0.1,5.4,198.818,470.14,0.18425,0.25,7.4
2015-04-29,51.8,-0.1,5.4,203.874,469.82,0.18025,0.25,7.4
2015-04-30,51.8,-0.2,5.4,202.661,472.1,0.181,0.25,9.7
2015-05-01,51.8,-0.2,5.4,210.845,473.36,0.18225,0.25,9.7
2015-05-04,51.8,-0.2,5.4,213.89,473.25,0.18225,0.25,9.7
2015-05-05,51.8,-0.2,5.4,217.337,473.74,0.1805,0.25,9.7
2015-05-06,51.8,-0.2,5.4,222.791,474.26,0.18025,0.25,9.7
2015-05-07,51.8,-0.2,5.4,216.987,474.52,0.1815,0.25,9.7
2015-05-08,51.8,-0.2,5.4,213.764,475.22,0.18475,0.25,9.7
2015-05-11,51.8,-0.2,5.4,226.961,473.97,0.1856,0.25,9.7
2015-05-12,51.8,-0.2,5.4,223.373,474.02,0.1856,0.25,9.7
2015-05-13,51.8,-0.2,5.4,227.236,474.65,0.1856,0.25,9.7
2015-05-14,51.8,-0.2,5.4,221.49,474.72,0.18335,0.25,9.7
2015-05-15,51.8,-0.2,5.4,212.724,473.99,0.1862,0.25,9.7
2015-05-18,51.8,-0.2,5.4,222.359,473.06,0.184,0.25,9.7
2015-05-19,51.8,-0.2,5.4,227.844,471.9,0.18675,0.25,9.7
2015-05-20,51.8,-0.2,5.4,222.762,470.39,0.18475,0.25,9.7
2015-05-21,51.8,-0.2,5.4,217.457,468.29,0.18475,0.25,9.7
2015-05-22,51.8,-0.2,5.4,219.398,467.17,0.18485,0.25,9.7
2015-05-25,51.8,-0.2,5.4,219.398,467.17,0.18485,0.25,9.7
2015-05-26,51.8,-0.2,5.4,212.374,467.42,0.1863,0.25,9.7
