,Date,RTG_SP,RTG_SP_CHANGE,RTG_FITCH,RTG_FITCH_CHANGE,RTG_MOODY,RTG_MOODY_CHANGE,TOT_DEBT_TO_TOT_EQY,CUR_RATIO,IS_EPS,RETURN_ON_ASSET,RETURN_COM_EQY,EBITDA_TO_REVENUE,DAYS_TO_MTY_TDY,DAYS_TO_NEXT_COUPON,CALLABLE,NORMALIZED_PAYMENT_RANK,CPN_TYP,CPN_FREQ,VOLATILITY_360D,VOLATILITY_90D,VOLATILITY_30D,"('LW920639@BMRK Corp', 'PX_LAST')"
41,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
42,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
43,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
44,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
45,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
46,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
47,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
48,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
49,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
50,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
51,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
52,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
53,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
54,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
55,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
56,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
57,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
58,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
59,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
60,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
61,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
62,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
63,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
64,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
65,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
66,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
67,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
68,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
69,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
70,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
71,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
72,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
73,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
74,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
75,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
76,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
77,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
78,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
79,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
80,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
81,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
82,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
83,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
84,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
85,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
86,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
87,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
88,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
89,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
90,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
91,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
92,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
93,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
94,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
95,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
96,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
97,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
98,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
99,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
100,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
101,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
102,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
103,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
104,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
105,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
106,,BB,0.0,BB,0.0,,0.0,93.3994700165927,1.4767557390969277,25.01,6.754143381993255,19.3133919677957,18.56375739933699,710.0,158.0,Y,Sr Unsecured,FIXED,2.0,3.528411388397217,2.5721306800842285,2.34228253364563,
