date,Commodity_Index
2017-07-20,504.64
2017-07-21,501.38
2017-07-24,501.63
2017-07-25,504.78
2017-07-26,505.52
2017-07-27,506.74
2017-07-28,506.36
2017-07-31,506.33
2017-08-01,506.79
2017-08-02,506.98
2017-08-03,506.69
2017-08-04,507.99
2017-08-07,508.51
2017-08-08,510.65
2017-08-09,511.19
2017-08-10,510.77
2017-08-11,510.74
2017-08-14,509.77
2017-08-15,508.64
2017-08-16,509.89
2017-08-17,510.86
2017-08-18,512.09
2017-08-21,514.13
2017-08-22,514.5
2017-08-23,514.87
2017-08-24,515.47
2017-08-25,514.28
2017-08-28,515.95
2017-08-29,516.75
2017-08-30,517.06
2017-08-31,516.96
2017-09-01,517.73
2017-09-04,517.73
2017-09-05,519.51
2017-09-06,520.2
2017-09-07,518.54
2017-09-08,517.2
2017-09-11,517.05
2017-09-12,515.01
2017-09-13,512.32
2017-09-14,511.74
2017-09-15,509.92
2017-09-18,511.02
2017-09-19,512.23
2017-09-20,512.3
2017-09-21,511.31
2017-09-22,511.0
2017-09-25,511.91
2017-09-26,511.45
2017-09-27,511.01
2017-09-28,510.87
2017-09-29,510.5
2017-10-02,508.95
2017-10-03,509.17
2017-10-04,510.06
2017-10-05,511.87
2017-10-06,510.47
2017-10-09,506.09
2017-10-10,506.6
2017-10-11,506.99
2017-10-12,506.44
2017-10-13,504.96
2017-10-16,505.79
2017-10-17,504.9
2017-10-18,498.07
2017-10-19,497.98
2017-10-20,495.53
2017-10-23,497.76
2017-10-24,497.48
2017-10-25,498.45
2017-10-26,497.72
2017-10-27,497.39
2017-10-30,495.83
2017-10-31,496.27
2017-11-01,497.97
2017-11-02,499.03
2017-11-03,497.72
2017-11-06,497.99
2017-11-07,498.17
2017-11-08,498.94
2017-11-09,498.24
2017-11-10,499.19
2017-11-13,501.02
2017-11-14,499.65
2017-11-15,498.31
2017-11-16,498.05
2017-11-17,498.14
2017-11-20,499.11
2017-11-21,499.07
2017-11-22,499.95
2017-11-23,499.95
2017-11-24,501.72
2017-11-27,501.09
2017-11-28,500.17
2017-11-29,499.89
2017-11-30,499.43
2017-12-01,500.29
2017-12-04,500.37
2017-12-05,498.28
2017-12-06,497.79
2017-12-07,498.05
2017-12-08,505.01
2017-12-11,504.78
2017-12-12,504.86
2017-12-13,505.74
2017-12-14,506.58
2017-12-15,508.38
2017-12-18,508.25
2017-12-19,508.61
2017-12-20,509.48
2017-12-21,510.87
2017-12-22,511.46
2017-12-25,511.46
2017-12-26,511.91
2017-12-27,513.06
2017-12-28,514.14
2017-12-29,514.46
2018-01-01,514.46
2018-01-02,515.76
2018-01-03,517.07
2018-01-04,517.28
2018-01-05,516.78
2018-01-08,516.96
2018-01-09,522.19
2018-01-10,523.49
2018-01-11,525.02
2018-01-12,524.13
2018-01-15,524.13
2018-01-16,523.99
2018-01-17,522.58
2018-01-18,523.03
2018-01-19,523.33
2018-01-22,524.4
2018-01-23,522.72
2018-01-24,524.6
2018-01-25,525.16
2018-01-26,526.62
2018-01-29,526.1
2018-01-30,525.21
2018-01-31,526.19
2018-02-01,525.91
2018-02-02,525.37
2018-02-05,525.45
2018-02-06,524.94
2018-02-07,523.57
2018-02-08,522.19
2018-02-09,520.16
2018-02-12,520.65
2018-02-13,521.69
2018-02-14,523.29
2018-02-15,523.86
2018-02-16,525.39
2018-02-19,525.39
2018-02-20,524.54
2018-02-21,525.73
2018-02-22,526.07
2018-02-23,526.52
2018-02-26,527.12
2018-02-27,526.43
2018-02-28,525.96
2018-03-01,525.76
2018-03-02,525.02
2018-03-05,526.74
2018-03-06,524.41
2018-03-07,524.61
2018-03-08,529.14
2018-03-09,528.74
2018-03-12,527.57
2018-03-13,528.12
2018-03-14,528.43
2018-03-15,527.87
2018-03-16,526.7
2018-03-19,525.67
2018-03-20,525.2
2018-03-21,524.51
2018-03-22,523.55
2018-03-23,522.77
2018-03-26,521.54
2018-03-27,522.23
2018-03-28,522.48
2018-03-29,522.66
2018-03-30,522.66
2018-04-02,523.16
2018-04-03,524.07
2018-04-04,521.0
2018-04-05,522.98
2018-04-06,522.64
2018-04-09,525.53
2018-04-10,525.96
2018-04-11,525.78
2018-04-12,524.56
2018-04-13,523.32
2018-04-16,522.44
2018-04-17,522.75
2018-04-18,523.71
2018-04-19,524.39
2018-04-20,526.62
2018-04-23,524.88
2018-04-24,522.51
2018-04-25,525.89
2018-04-26,524.95
2018-04-27,521.3
2018-04-30,521.81
2018-05-01,522.41
2018-05-02,521.31
2018-05-03,521.24
2018-05-04,521.7
2018-05-07,520.41
2018-05-08,518.58
2018-05-09,519.15
2018-05-10,517.28
2018-05-11,517.98
2018-05-14,517.49
2018-05-15,516.2
2018-05-16,517.74
2018-05-17,518.07
2018-05-18,518.6
2018-05-21,520.21
2018-05-22,519.83
2018-05-23,518.3
2018-05-24,517.96
2018-05-25,518.03
2018-05-28,518.03
2018-05-29,520.11
2018-05-30,520.94
2018-05-31,521.64
2018-06-01,522.37
2018-06-04,521.79
2018-06-05,522.27
2018-06-06,524.9
2018-06-07,527.43
2018-06-08,529.4
2018-06-11,528.33
2018-06-12,530.07
2018-06-13,529.27
2018-06-14,527.52
2018-06-15,525.09
2018-06-18,522.78
2018-06-19,518.46
2018-06-20,519.04
2018-06-21,518.55
2018-06-22,518.6
2018-06-25,517.35
2018-06-26,516.46
2018-06-27,515.29
2018-06-28,514.01
2018-06-29,514.72
2018-07-02,514.09
2018-07-03,513.49
2018-07-04,513.49
2018-07-05,510.83
2018-07-06,510.12
2018-07-09,511.95
2018-07-10,513.31
2018-07-11,509.27
2018-07-12,512.06
2018-07-13,510.65
2018-07-16,509.96
2018-07-17,509.12
2018-07-18,507.66
2018-07-19,507.02
2018-07-20,507.32
2018-07-23,508.1
2018-07-24,509.11
2018-07-25,509.75
2018-07-26,510.42
2018-07-27,509.98
2018-07-30,510.34
2018-07-31,511.22
2018-08-01,507.24
2018-08-02,505.53
2018-08-03,505.41
2018-08-06,502.91
2018-08-07,502.85
2018-08-08,503.02
2018-08-09,503.58
2018-08-10,502.76
2018-08-13,499.3
2018-08-14,496.49
2018-08-15,489.96
2018-08-16,489.76
2018-08-17,490.11
2018-08-20,491.86
2018-08-21,493.31
2018-08-22,494.07
2018-08-23,492.98
2018-08-24,492.86
2018-08-27,494.73
2018-08-28,495.39
2018-08-29,493.31
2018-08-30,492.95
2018-08-31,491.21
2018-09-03,491.21
2018-09-04,490.46
2018-09-05,488.33
2018-09-06,488.21
2018-09-07,488.25
2018-09-10,488.27
2018-09-11,484.38
2018-09-12,482.72
2018-09-13,482.06
2018-09-14,481.54
2018-09-17,481.84
2018-09-18,480.72
2018-09-19,480.21
2018-09-20,480.07
2018-09-21,481.74
2018-09-24,481.25
2018-09-25,482.66
2018-09-26,482.38
2018-09-27,481.58
2018-09-28,481.32
2018-10-01,481.63
2018-10-02,481.99
2018-10-03,483.55
2018-10-04,482.56
2018-10-05,482.42
2018-10-08,482.86
2018-10-09,483.88
2018-10-10,483.45
2018-10-11,483.45
2018-10-12,483.8
2018-10-15,484.37
2018-10-16,484.0
2018-10-17,483.35
2018-10-18,483.26
2018-10-19,484.35
2018-10-22,485.09
2018-10-23,484.69
2018-10-24,484.15
2018-10-25,485.06
2018-10-26,484.95
2018-10-29,484.23
2018-10-30,482.47
2018-10-31,481.88
2018-11-01,482.84
2018-11-02,482.52
2018-11-05,485.15
2018-11-06,481.97
2018-11-07,483.04
2018-11-08,483.48
2018-11-09,481.98
2018-11-12,484.35
2018-11-13,483.55
2018-11-14,484.18
2018-11-15,486.67
2018-11-16,487.08
2018-11-19,488.77
2018-11-20,487.6
2018-11-21,488.33
2018-11-22,488.33
2018-11-23,485.96
2018-11-26,486.31
2018-11-27,482.8
2018-11-28,483.38
2018-11-29,483.81
2018-11-30,485.19
2018-12-03,487.63
2018-12-04,488.7
2018-12-05,487.54
2018-12-06,486.12
2018-12-07,487.26
2018-12-10,486.05
2018-12-11,487.79
2018-12-12,488.1
2018-12-13,488.21
2018-12-14,486.18
2018-12-17,486.18
2018-12-18,484.61
2018-12-19,484.79
2018-12-20,483.82
2018-12-21,482.37
2018-12-24,481.67
2018-12-25,481.67
2018-12-26,482.4
2018-12-27,481.11
2018-12-28,481.58
2018-12-31,480.43
2019-01-01,480.43
2019-01-02,479.26
2019-01-03,478.93
2019-01-04,481.25
2019-01-07,482.05
2019-01-08,482.16
2019-01-09,479.55
2019-01-10,478.62
2019-01-11,479.01
2019-01-14,479.4
2019-01-15,479.46
2019-01-16,480.88
2019-01-17,481.81
2019-01-18,476.52
2019-01-21,476.52
2019-01-22,475.41
2019-01-23,476.57
2019-01-24,476.62
2019-01-25,477.78
2019-01-28,477.78
2019-01-29,479.49
2019-01-30,480.21
2019-01-31,481.09
2019-02-01,480.98
2019-02-04,480.98
2019-02-05,481.81
2019-02-06,481.15
2019-02-07,481.15
2019-02-08,480.56
2019-02-11,478.61
2019-02-12,478.04
2019-02-13,477.85
2019-02-14,478.42
2019-02-15,481.6
2019-02-18,481.6
2019-02-19,483.43
2019-02-20,484.79
2019-02-21,485.66
2019-02-22,486.42
2019-02-25,487.02
2019-02-26,486.11
2019-02-27,486.71
2019-02-28,487.29
2019-03-01,488.16
2019-03-04,486.51
2019-03-05,488.07
2019-03-06,487.54
2019-03-07,489.24
2019-03-08,488.01
2019-03-11,488.21
2019-03-12,491.1
2019-03-13,491.61
2019-03-14,490.26
2019-03-15,490.42
2019-03-18,491.12
2019-03-19,491.12
2019-03-20,491.67
2019-03-21,492.62
2019-03-22,491.11
2019-03-25,491.43
2019-03-26,491.58
2019-03-27,492.06
2019-03-28,491.5
2019-03-29,494.58
2019-04-01,494.58
2019-04-02,493.65
2019-04-03,494.62
2019-04-04,494.39
2019-04-05,491.0
2019-04-08,491.47
2019-04-09,491.13
2019-04-10,490.75
2019-04-11,489.81
2019-04-12,491.66
2019-04-15,490.48
2019-04-16,490.56
2019-04-17,491.4
2019-04-18,489.27
2019-04-19,489.27
2019-04-22,489.1
2019-04-23,488.67
2019-04-24,487.59
2019-04-25,488.1
2019-04-26,489.76
2019-04-29,487.48
2019-04-30,488.06
2019-05-01,484.17
2019-05-02,481.62
2019-05-03,482.81
2019-05-06,481.82
2019-05-07,480.42
2019-05-08,475.07
2019-05-09,473.08
2019-05-10,467.73
2019-05-13,464.28
2019-05-14,465.95
2019-05-15,468.29
2019-05-16,468.87
2019-05-17,467.98
2019-05-20,468.32
2019-05-21,468.07
2019-05-22,466.91
2019-05-23,466.83
2019-05-24,467.97
2019-05-27,467.97
2019-05-28,470.46
2019-05-29,467.96
2019-05-30,468.35
2019-05-31,467.01
2019-06-03,468.09
2019-06-04,467.86
2019-06-05,467.21
2019-06-06,467.63
2019-06-07,456.9
2019-06-10,457.6
2019-06-11,457.72
2019-06-12,458.15
2019-06-13,457.86
2019-06-14,456.25
2019-06-17,455.97
2019-06-18,456.45
2019-06-19,456.2
2019-06-20,455.5
2019-06-21,454.59
2019-06-24,455.46
2019-06-25,456.78
2019-06-26,456.03
2019-06-27,454.66
2019-06-28,455.22
2019-07-01,454.68
2019-07-02,450.97
2019-07-03,452.72
2019-07-04,452.72
2019-07-05,451.03
2019-07-08,450.43
2019-07-09,446.42
2019-07-10,448.08
2019-07-11,448.7
2019-07-12,448.55
2019-07-15,449.67
2019-07-16,448.92
2019-07-17,448.94
2019-07-18,448.18
2019-07-19,449.58
2019-07-22,449.37
2019-07-23,449.09
2019-07-24,450.75
2019-07-25,450.17
2019-07-26,449.59
2019-07-29,450.29
2019-07-30,447.46
