ticker,EK882203@BMRK Corp
2016-06-01,100.89
2016-06-02,101.005
2016-06-03,101.371
2016-06-06,101.288
2016-06-07,101.541
2016-06-08,102.034
2016-06-09,102.587
2016-06-10,102.745
2016-06-13,102.719
2016-06-14,102.549
2016-06-15,102.488
2016-06-16,101.905
2016-06-17,101.739
2016-06-20,101.896
2016-06-21,102.021
2016-06-22,102.111
2016-06-23,102.568
2016-06-24,103.572
2016-06-27,102.138
2016-06-28,101.456
2016-06-29,101.195
2016-06-30,101.801
2016-07-01,102.363
2016-07-05,102.21
2016-07-06,102.665
2016-07-07,102.691
2016-07-08,102.593
2016-07-11,102.514
2016-07-12,102.793
2016-07-13,103.034
2016-07-14,103.103
2016-07-15,104.211
2016-07-18,104.101
2016-07-19,104.129
2016-07-20,104.047
2016-07-21,104.029
2016-07-22,104.192
2016-07-25,104.076
2016-07-26,104.559
2016-07-27,104.816
2016-07-28,104.379
2016-07-29,104.678
2016-08-01,104.043
2016-08-02,103.796
2016-08-03,103.89
2016-08-04,104.211
2016-08-05,104.52
2016-08-08,104.794
2016-08-09,105.068
2016-08-10,105.384
2016-08-11,105.309
2016-08-12,105.559
2016-08-15,105.515
2016-08-16,105.43
2016-08-17,105.634
2016-08-18,105.623
2016-08-19,105.398
2016-08-22,105.711
2016-08-23,105.706
2016-08-24,105.857
2016-08-25,105.785
2016-08-26,105.915
2016-08-29,106.13
2016-08-30,106.172
2016-08-31,106.017
2016-09-01,106.116
2016-09-02,106.185
2016-09-06,106.053
2016-09-07,106.232
2016-09-08,106.103
2016-09-09,105.957
2016-09-12,105.953
2016-09-13,105.501
2016-09-14,105.488
2016-09-15,105.754
2016-09-16,105.745
2016-09-19,105.398
2016-09-20,105.476
2016-09-21,105.339
2016-09-22,105.644
2016-09-23,105.714
2016-09-26,105.712
2016-09-27,105.881
2016-09-28,105.55
2016-09-29,105.618
2016-09-30,105.791
2016-10-03,106.179
2016-10-04,105.953
2016-10-05,106.136
2016-10-06,106.022
2016-10-07,106.406
2016-10-11,106.048
2016-10-12,106.237
2016-10-13,106.302
2016-10-14,106.171
2016-10-17,106.307
2016-10-18,106.25
2016-10-19,106.573
2016-10-20,106.425
2016-10-21,106.672
2016-10-24,106.518
2016-10-25,106.473
2016-10-26,106.489
2016-10-27,106.385
2016-10-28,106.337
2016-10-31,106.084
2016-11-01,106.024
2016-11-02,105.552
2016-11-03,105.425
2016-11-04,105.269
2016-11-07,105.632
2016-11-08,105.527
2016-11-09,104.914
2016-11-10,104.376
2016-11-14,103.206
2016-11-15,103.363
2016-11-16,103.829
2016-11-17,103.24
2016-11-18,103.092
2016-11-21,103.336
2016-11-22,103.638
2016-11-23,103.426
2016-11-25,103.356
2016-11-28,103.602
2016-11-29,103.703
2016-11-30,103.3
2016-12-01,103.066
2016-12-02,103.357
2016-12-05,103.37
2016-12-06,103.615
2016-12-07,103.805
2016-12-08,103.635
2016-12-09,103.362
2016-12-12,103.758
2016-12-13,103.652
2016-12-14,103.68
2016-12-15,103.33
2016-12-16,103.816
2016-12-19,104.038
2016-12-20,103.932
2016-12-21,104.042
2016-12-22,103.675
2016-12-23,103.221
2016-12-27,103.093
2016-12-28,103.371
2016-12-29,103.572
2016-12-30,103.668
2017-01-03,103.581
2017-01-04,103.624
2017-01-05,103.848
2017-01-06,103.447
2017-01-09,103.65
2017-01-10,103.629
2017-01-11,103.626
2017-01-12,103.508
2017-01-13,103.348
2017-01-17,103.276
2017-01-18,102.747
2017-01-19,102.688
2017-01-20,102.814
2017-01-23,102.577
2017-01-24,102.335
2017-01-25,102.472
2017-01-26,102.482
2017-01-27,102.733
2017-01-30,102.669
2017-01-31,102.797
2017-02-01,102.724
2017-02-02,102.999
2017-02-03,103.502
2017-02-06,103.628
2017-02-07,103.625
2017-02-08,103.712
2017-02-09,103.391
2017-02-10,103.318
2017-02-13,103.191
2017-02-14,103.32
2017-02-15,103.199
2017-02-16,103.354
2017-02-17,103.5
2017-02-21,103.314
2017-02-22,103.465
2017-02-23,103.642
2017-02-24,103.845
2017-02-27,103.596
2017-02-28,103.325
2017-03-01,104.203
2017-03-02,104.101
2017-03-03,104.188
2017-03-06,104.076
2017-03-07,103.685
2017-03-08,102.852
2017-03-09,101.685
2017-03-10,101.808
2017-03-13,101.407
2017-03-14,101.457
2017-03-15,102.052
2017-03-16,102.544
2017-03-17,102.672
2017-03-20,103.41
2017-03-21,103.593
2017-03-22,102.861
2017-03-23,102.809
2017-03-24,102.81
2017-03-27,102.995
2017-03-28,103.241
2017-03-29,103.405
2017-03-30,103.862
2017-03-31,103.99
2017-04-03,104.351
2017-04-04,104.172
2017-04-05,104.182
2017-04-06,104.15
2017-04-07,103.908
2017-04-10,102.997
2017-04-11,104.136
2017-04-12,104.4
2017-04-13,104.35
2017-04-17,104.348
2017-04-18,104.701
2017-04-19,104.514
2017-04-20,104.336
2017-04-21,104.289
2017-04-24,104.151
2017-04-25,104.717
2017-04-26,104.866
2017-04-27,104.957
2017-04-28,105.118
2017-05-01,105.01
2017-05-02,105.153
2017-05-03,105.16
2017-05-04,105.192
2017-05-05,105.15
2017-05-08,105.015
2017-05-09,104.999
2017-05-10,105.066
2017-05-11,104.934
2017-05-12,104.482
2017-05-15,104.495
2017-05-16,104.523
2017-05-17,104.647
2017-05-18,104.505
2017-05-19,104.408
2017-05-22,104.312
2017-05-23,104.379
2017-05-24,104.877
2017-05-25,104.826
2017-05-26,104.837
2017-05-30,105.372
2017-05-31,105.376
2017-06-01,105.684
2017-06-02,105.839
2017-06-05,105.757
2017-06-06,105.854
2017-06-07,105.962
2017-06-08,105.984
2017-06-09,105.896
2017-06-12,105.882
2017-06-13,106.072
2017-06-14,106.302
2017-06-15,105.995
2017-06-16,106.111
2017-06-19,105.881
2017-06-20,105.706
2017-06-21,105.725
2017-06-22,105.576
2017-06-23,105.519
2017-06-26,105.482
2017-06-27,105.277
2017-06-28,105.235
2017-06-29,105.08
2017-06-30,104.887
2017-07-03,104.71
2017-07-05,105.144
2017-07-06,104.986
2017-07-07,104.887
2017-07-10,104.945
2017-07-11,104.77
2017-07-12,104.735
2017-07-13,104.675
2017-07-14,104.782
2017-07-17,104.698
2017-07-18,104.857
2017-07-19,104.756
2017-07-20,104.75
2017-07-21,104.82
2017-07-24,104.767
2017-07-25,104.487
2017-07-26,104.75
2017-07-27,104.873
2017-07-28,105.071
2017-07-31,105.048
2017-08-01,105.361
2017-08-02,105.305
2017-08-03,105.436
2017-08-04,105.445
2017-08-07,105.479
2017-08-08,105.445
2017-08-09,105.012
2017-08-10,104.781
2017-08-11,104.71
2017-08-14,104.596
2017-08-15,104.299
2017-08-16,105.152
2017-08-17,105.273
2017-08-18,104.798
2017-08-21,104.858
2017-08-22,104.733
2017-08-23,104.938
2017-08-24,104.825
2017-08-25,104.946
2017-08-28,105.168
2017-08-29,105.17
2017-08-30,105.269
2017-08-31,105.317
2017-09-01,105.158
2017-09-05,105.412
2017-09-06,105.2
2017-09-07,105.53
2017-09-08,105.423
2017-09-11,105.375
2017-09-12,105.356
2017-09-13,105.249
2017-09-14,105.341
2017-09-15,105.201
2017-09-18,105.384
2017-09-19,105.524
2017-09-20,105.388
2017-09-21,105.292
2017-09-22,105.405
2017-09-25,105.563
2017-09-26,105.489
2017-09-27,105.446
2017-09-28,105.486
2017-09-29,105.259
2017-10-02,105.434
2017-10-03,105.446
2017-10-04,105.481
2017-10-05,105.359
2017-10-06,105.299
2017-10-10,105.286
2017-10-11,105.308
2017-10-12,105.186
2017-10-13,105.183
2017-10-16,104.962
2017-10-17,104.919
2017-10-18,104.887
2017-10-19,105.05
2017-10-20,104.823
2017-10-23,105.045
2017-10-24,104.879
2017-10-25,104.835
2017-10-26,104.653
2017-10-27,104.9
2017-10-30,105.017
2017-10-31,104.944
2017-11-01,104.952
2017-11-02,104.973
2017-11-03,105.021
2017-11-06,105.064
2017-11-07,105.067
2017-11-08,104.964
2017-11-09,104.688
2017-11-10,104.545
2017-11-13,104.457
2017-11-14,104.342
2017-11-15,103.806
2017-11-16,103.948
2017-11-17,104.546
2017-11-20,104.757
2017-11-21,105.831
2017-11-22,105.998
2017-11-24,105.864
2017-11-27,105.888
2017-11-28,105.908
2017-11-29,105.726
2017-11-30,105.609
2017-12-01,105.516
2017-12-04,105.39
2017-12-05,105.396
2017-12-06,106.019
2017-12-07,105.945
2017-12-08,105.916
2017-12-11,105.791
2017-12-12,105.756
2017-12-13,106.005
2017-12-14,105.867
2017-12-15,105.856
2017-12-18,105.766
2017-12-19,105.715
2017-12-20,105.639
2017-12-21,105.567
2017-12-22,105.545
2017-12-26,105.566
2017-12-27,105.702
2017-12-28,105.631
2017-12-29,105.885
2018-01-02,105.73
2018-01-03,105.691
2018-01-04,105.602
2018-01-05,105.714
2018-01-08,105.71
2018-01-09,105.652
2018-01-10,105.67
2018-01-11,105.629
2018-01-12,105.562
2018-01-16,105.295
2018-01-17,105.056
2018-01-18,104.831
2018-01-19,104.201
2018-01-22,104.165
2018-01-23,104.219
2018-01-24,104.112
2018-01-25,104.153
2018-01-26,104.115
2018-01-29,104.024
2018-01-30,103.501
2018-01-31,103.45
2018-02-01,103.335
2018-02-02,103.058
2018-02-05,103.531
2018-02-06,102.779
2018-02-07,102.849
2018-02-08,103.05
2018-02-09,102.606
2018-02-12,102.547
2018-02-13,102.581
2018-02-14,102.188
2018-02-15,102.022
2018-02-16,102.095
2018-02-20,102.028
2018-02-21,101.75
2018-02-22,102.262
2018-02-23,102.548
2018-02-26,102.557
2018-02-27,102.595
2018-02-28,102.669
2018-03-01,103.045
2018-03-02,102.909
2018-03-05,102.424
2018-03-06,102.738
2018-03-07,102.763
2018-03-08,102.815
2018-03-09,102.889
2018-03-12,102.876
2018-03-13,102.744
2018-03-14,102.555
2018-03-15,102.417
2018-03-16,102.309
2018-03-19,101.985
2018-03-20,101.699
2018-03-21,101.642
2018-03-22,101.68
2018-03-23,101.521
2018-03-26,101.37
2018-03-27,101.434
2018-03-28,101.39
2018-03-29,101.653
2018-04-02,101.684
2018-04-03,101.435
2018-04-04,101.518
2018-04-05,101.663
2018-04-06,101.838
2018-04-09,101.979
2018-04-10,102.022
2018-04-11,102.028
2018-04-12,101.877
2018-04-13,102.188
2018-04-16,102.14
2018-04-17,102.121
2018-04-18,102.387
2018-04-19,102.309
2018-04-20,102.172
2018-04-23,102.13
2018-04-24,102.193
2018-04-25,102.081
2018-04-26,102.151
2018-04-27,102.128
2018-04-30,102.097
2018-05-01,102.054
2018-05-02,102.063
2018-05-03,102.088
2018-05-04,102.079
2018-05-07,101.936
2018-05-08,101.843
2018-05-09,101.903
2018-05-10,101.937
2018-05-11,102.004
2018-05-14,101.941
2018-05-15,101.697
2018-05-16,101.576
2018-05-17,101.562
2018-05-18,101.81
2018-05-21,101.591
2018-05-22,101.586
2018-05-23,101.587
2018-05-24,101.584
2018-05-25,101.764
2018-05-29,101.918
2018-05-30,101.566
2018-05-31,101.716
2018-06-01,101.665
2018-06-04,101.498
2018-06-05,101.573
2018-06-06,101.626
2018-06-07,101.852
2018-06-08,101.791
2018-06-11,101.727
2018-06-12,101.765
2018-06-13,101.655
2018-06-14,102.016
2018-06-15,101.951
2018-06-18,101.96
2018-06-19,102.013
2018-06-20,101.931
2018-06-21,102.027
2018-06-22,102.027
2018-06-25,101.914
2018-06-26,101.823
2018-06-27,101.925
2018-06-28,101.813
2018-06-29,101.729
2018-07-02,101.656
2018-07-03,101.761
2018-07-05,101.701
2018-07-06,101.767
2018-07-09,101.674
2018-07-10,101.691
2018-07-11,101.686
2018-07-12,101.683
2018-07-13,101.738
2018-07-16,101.36
2018-07-17,101.311
2018-07-18,101.326
2018-07-19,101.397
2018-07-20,101.316
2018-07-23,101.172
2018-07-24,101.16
2018-07-25,101.093
2018-07-26,101.188
2018-07-27,101.251
2018-07-30,101.212
2018-07-31,101.419
2018-08-17,102.117
2018-08-20,102.125
2018-09-06,101.929
2018-09-07,101.929
2018-09-10,101.929
2018-09-11,101.913
2018-09-12,101.906
2018-09-13,101.313
2018-09-14,101.315
2018-09-17,101.326
2018-09-18,101.328
2018-09-19,101.335
2018-09-20,101.388
2018-09-21,101.431
2018-09-24,101.457
2018-09-25,101.46
2018-09-26,101.462
2018-09-27,101.464
2018-09-28,101.728
2018-10-01,101.728
2018-10-02,101.728
2018-10-03,101.728
2018-10-04,101.728
2018-10-05,101.728
2018-10-09,100.845
2018-10-10,100.851
2018-10-30,100.231
2018-10-31,100.231
2018-11-05,102.449
2018-11-06,100.275
2018-11-07,100.265
2018-11-08,100.247
2018-11-09,100.335
2018-11-13,100.302
2018-11-14,100.408
2018-11-15,100.466
2018-11-16,100.675
2018-11-19,100.158
2018-11-20,100.093
2018-11-21,99.724
2018-11-23,99.764
2018-11-26,99.785
2018-11-27,99.735
2018-11-28,99.582
2018-11-29,99.524
2018-11-30,99.579
2018-12-03,99.525
2018-12-04,99.819
2018-12-06,99.698
2018-12-07,99.924
2018-12-10,99.703
2018-12-11,98.951
2018-12-12,98.848
2018-12-13,98.895
2018-12-14,98.985
2018-12-17,99.098
2018-12-18,98.598
2018-12-19,98.132
2018-12-20,98.013
2018-12-21,97.668
2018-12-24,97.902
2018-12-26,97.747
2018-12-27,97.922
2018-12-28,98.077
2018-12-31,98.16
2019-01-02,98.236
2019-01-03,98.575
2019-01-04,98.179
2019-01-07,98.074
2019-01-08,97.947
2019-01-09,98.009
2019-01-10,98.881
2019-01-11,98.967
2019-01-14,99.326
2019-01-15,99.295
2019-01-16,99.85
2019-01-17,99.951
2019-01-18,99.962
2019-01-22,100.101
2019-01-23,100.101
2019-01-24,100.189
2019-01-25,100.064
2019-01-28,100.1
2019-01-29,100.093
2019-01-30,100.302
2019-01-31,100.492
2019-02-01,100.358
2019-02-04,100.443
2019-02-05,100.525
2019-02-06,100.54
2019-02-07,101.08
2019-02-08,101.313
2019-02-11,101.275
2019-02-12,101.2
2019-02-13,101.124
2019-02-14,101.188
2019-02-15,101.152
2019-02-19,101.464
2019-02-20,101.52
2019-02-21,101.434
2019-02-22,101.551
2019-02-25,101.329
2019-02-26,101.397
2019-02-27,101.326
2019-02-28,101.109
2019-03-01,100.661
2019-03-04,100.721
2019-03-05,100.678
2019-03-06,99.336
2019-03-07,99.553
2019-03-08,99.575
2019-03-11,99.515
2019-03-12,99.631
2019-03-13,99.574
2019-03-14,99.483
2019-03-15,99.574
2019-03-18,99.596
2019-03-19,99.603
2019-03-20,99.87
2019-03-21,99.953
2019-03-22,100.283
2019-03-25,100.528
2019-03-26,100.566
2019-03-27,100.68
2019-03-28,100.334
2019-03-29,100.36
2019-04-01,100.11
2019-04-02,100.255
2019-04-03,100.559
2019-04-04,100.985
2019-04-05,101.23
2019-04-08,101.379
2019-04-09,101.373
2019-04-10,101.567
2019-04-11,101.615
2019-04-12,101.609
2019-04-15,101.62
2019-04-16,102.769
2019-04-17,103.015
2019-04-18,103.095
2019-04-22,103.088
2019-04-23,102.876
2019-04-24,102.829
2019-04-25,102.495
2019-04-26,102.629
2019-04-29,102.665
2019-04-30,102.574
2019-05-01,102.464
2019-05-02,102.39
2019-05-03,102.382
2019-05-06,102.502
2019-05-07,102.199
2019-05-08,101.892
2019-05-09,101.97
2019-05-10,101.44
2019-05-13,101.705
2019-05-14,101.632
2019-05-15,100.796
2019-05-16,100.838
2019-05-17,100.84
2019-05-20,100.863
2019-05-21,100.875
2019-05-22,100.896
2019-05-23,101.034
2019-05-24,101.049
2019-05-28,100.468
2019-05-29,100.499
2019-05-30,100.967
2019-05-31,101.309
2019-06-03,101.533
2019-06-04,101.387
2019-06-05,101.42
2019-06-06,101.339
2019-06-07,101.384
2019-06-10,101.242
2019-06-11,101.227
2019-06-12,101.351
2019-06-13,102.181
2019-06-14,102.221
2019-06-17,101.69
2019-06-18,101.798
2019-06-19,102.144
2019-06-20,101.966
2019-06-21,102.224
2019-06-24,102.329
2019-06-25,102.157
2019-06-26,101.974
2019-06-27,102.019
2019-06-28,102.018
2019-07-01,102.207
2019-07-02,102.336
2019-07-03,102.349
2019-07-05,102.177
2019-07-08,102.127
2019-07-09,102.335
2019-07-10,102.798
2019-07-11,102.659
2019-07-12,103.039
2019-07-15,102.888
2019-07-16,102.8
2019-07-17,102.945
2019-07-18,103.026
2019-07-19,102.886
2019-07-22,102.9
2019-07-23,103.067
2019-07-24,103.114
2019-07-25,103.011
2019-07-26,103.011
2019-07-29,103.015
2019-07-30,103.053
