,Date,RTG_SP,RTG_SP_CHANGE,RTG_FITCH,RTG_FITCH_CHANGE,RTG_MOODY,RTG_MOODY_CHANGE,TOT_DEBT_TO_TOT_EQY,CUR_RATIO,IS_EPS,RETURN_ON_ASSET,RETURN_COM_EQY,EBITDA_TO_REVENUE,DAYS_TO_MTY_TDY,DAYS_TO_NEXT_COUPON,CALLABLE,NORMALIZED_PAYMENT_RANK,CPN_TYP,CPN_FREQ,VOLATILITY_360D,VOLATILITY_90D,VOLATILITY_30D,"('EK811981@BMRK Corp', 'PX_LAST')"
0,,BB+,,,,Ba1,,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
1,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
2,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
3,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
4,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
5,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
6,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
7,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
8,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
9,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
10,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
11,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
12,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
13,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
14,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
15,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
16,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
17,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
18,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
19,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
20,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
21,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
22,,BB+,0.0,,0.0,Ba1,0.0,46.21710526315789,1.2045184304399525,1.404,13.301435406698564,25.112917795844623,31.83344526527871,231.0,44.0,N,Sr Unsecured,FIXED,2.0,1.2620940208435059,0.5842982530593872,0.330549955368042,
