,Date,RTG_SP,RTG_SP_CHANGE,RTG_FITCH,RTG_FITCH_CHANGE,RTG_MOODY,RTG_MOODY_CHANGE,TOT_DEBT_TO_TOT_EQY,CUR_RATIO,IS_EPS,RETURN_ON_ASSET,RETURN_COM_EQY,EBITDA_TO_REVENUE,DAYS_TO_MTY_TDY,DAYS_TO_NEXT_COUPON,CALLABLE,NORMALIZED_PAYMENT_RANK,CPN_TYP,CPN_FREQ,VOLATILITY_360D,VOLATILITY_90D,VOLATILITY_30D,"('QZ697270@BMRK Corp', 'PX_LAST')"
114,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
115,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
116,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
117,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
118,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
119,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
120,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
121,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
122,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
123,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
124,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
125,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
126,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
127,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
128,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
129,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
130,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
131,,BB-,0.0,BB,0.0,,0.0,,,,,,,775.0,40.0,Y,Sr Unsecured,FIXED,2.0,3.340559482574463,2.772325277328491,1.6985118389129639,
