date,PX_LAST
2016-11-10,101.825
2016-11-14,100.907
2016-11-15,101.849
2016-11-16,101.716
2016-11-17,101.59
2016-11-18,101.774
2016-11-21,101.776
2016-11-22,101.941
2016-11-23,102.092
2016-11-25,102.086
2016-11-28,102.039
2016-11-29,102.075
2016-11-30,102.069
2016-12-01,101.961
2016-12-02,102.06
2016-12-05,102.08
2016-12-06,102.184
2016-12-07,102.47
2016-12-08,102.421
2016-12-09,102.689
2016-12-12,102.794
2016-12-13,102.987
2016-12-14,102.927
2016-12-15,102.57
2016-12-16,103.037
2016-12-19,102.908
2016-12-20,102.859
2016-12-21,102.6
2016-12-22,102.85
2016-12-23,103.024
2016-12-27,102.871
2016-12-28,102.882
2016-12-29,103.011
2016-12-30,102.986
2017-01-03,103.209
2017-01-04,103.485
2017-01-05,103.604
2017-01-06,103.561
2017-01-09,103.794
2017-01-10,103.692
2017-01-11,103.811
2017-01-12,103.796
2017-01-13,103.679
2017-01-17,103.855
2017-01-18,103.552
2017-01-19,103.781
2017-01-20,103.568
2017-01-23,103.635
2017-01-24,103.459
2017-01-25,103.887
2017-01-26,103.901
2017-01-27,103.716
2017-01-30,103.66
2017-01-31,103.674
2017-02-01,104.063
2017-02-02,104.052
2017-02-03,104.161
2017-02-06,104.265
2017-02-07,103.999
2017-02-08,104.015
2017-02-09,104.061
2017-02-10,103.958
2017-02-13,103.819
2017-02-14,104.12
2017-02-15,103.622
2017-02-16,103.825
2017-02-17,103.894
2017-02-21,103.966
2017-02-22,104.04
2017-02-23,103.968
2017-02-24,104.14
2017-02-27,104.069
2017-02-28,104.013
2017-03-01,104.203
2017-03-02,104.209
2017-03-03,103.937
2017-03-06,103.711
2017-03-07,103.537
2017-03-08,102.904
2017-03-09,102.326
2017-03-10,102.207
2017-03-13,101.918
2017-03-14,101.952
2017-03-15,102.393
2017-03-16,102.485
2017-03-17,102.57
2017-03-20,102.436
2017-03-21,102.372
2017-03-22,102.356
2017-03-23,102.475
2017-03-24,102.654
2017-03-27,102.599
2017-03-28,102.961
2017-03-29,102.865
2017-03-30,103.191
2017-03-31,103.229
2017-04-03,103.369
2017-04-04,103.543
2017-04-05,103.287
2017-04-06,103.188
2017-04-07,103.335
2017-04-10,103.257
2017-04-11,103.437
2017-04-12,103.249
2017-04-13,103.316
2017-04-17,103.121
2017-04-18,103.109
2017-04-19,103.069
2017-04-20,103.223
2017-04-21,103.316
2017-04-24,103.733
2017-04-25,103.804
2017-04-26,103.788
2017-04-27,103.607
2017-04-28,103.837
2017-05-01,103.906
2017-05-02,104.011
2017-05-03,103.98
2017-05-04,103.929
2017-05-05,103.875
2017-05-08,103.891
2017-05-09,103.946
2017-05-10,104.01
2017-05-11,104.027
2017-05-12,104.125
2017-05-15,104.135
2017-05-16,104.177
2017-05-17,104.092
2017-05-18,104.071
2017-05-19,104.251
2017-05-22,104.354
2017-05-23,104.48
2017-05-24,104.56
2017-05-25,104.61
2017-05-26,104.601
2017-05-30,104.672
