date,PX_LAST
2016-05-24,100.542
2016-05-25,100.68
2016-05-26,100.888
2016-05-27,100.76
2016-05-31,100.835
2016-06-01,100.752
2016-06-02,100.87
2016-06-03,101.414
2016-06-06,101.058
2016-06-07,101.187
2016-06-08,101.396
2016-06-09,101.912
2016-06-10,101.973
2016-06-13,101.233
2016-06-14,101.039
2016-06-15,101.364
2016-06-16,100.812
2016-06-17,101.285
2016-06-20,101.251
2016-06-21,101.15
2016-06-22,101.25
2016-06-23,101.75
2016-06-24,102.426
2016-06-27,102.683
2016-06-28,101.227
2016-06-29,101.617
2016-06-30,101.866
2016-07-01,101.944
2016-07-05,102.059
2016-07-06,102.214
2016-07-07,102.304
2016-07-08,102.708
2016-07-11,102.804
2016-07-12,102.52
2016-07-13,103.286
2016-07-14,103.136
2016-07-15,103.555
2016-07-18,103.704
2016-07-19,103.766
2016-07-20,103.618
2016-07-21,103.718
2016-07-22,103.588
2016-07-25,103.626
2016-07-26,103.818
2016-07-27,104.025
2016-07-28,103.113
2016-07-29,103.375
2016-08-01,103.14
2016-08-02,103.053
2016-08-03,103.104
2016-08-04,103.437
2016-08-05,103.65
2016-08-08,104.109
2016-08-09,103.954
2016-08-10,104.085
2016-08-11,103.894
2016-08-12,104.11
2016-08-15,104.286
2016-08-16,104.222
2016-08-17,104.268
2016-08-18,104.627
2016-08-19,104.42
2016-08-22,104.488
2016-08-23,104.386
2016-08-24,104.375
2016-08-25,104.255
2016-08-26,103.97
2016-08-29,104.708
2016-08-30,104.698
2016-08-31,104.606
2016-09-01,104.714
2016-09-02,104.704
2016-09-06,105.104
2016-09-07,105.06
2016-09-08,104.823
2016-09-09,104.731
2016-09-12,104.101
2016-09-13,103.884
2016-09-14,104.116
2016-09-15,104.346
2016-09-16,104.241
2016-09-19,104.217
2016-09-20,104.433
2016-09-21,104.718
2016-09-22,105.12
2016-09-23,105.142
2016-09-26,105.225
2016-09-27,105.197
2016-09-28,105.103
2016-09-29,108.464
2016-09-30,107.269
2016-10-03,107.194
2016-10-04,107.016
2016-10-05,106.916
2016-10-06,106.86
2016-10-07,106.969
2016-10-11,107.16
2016-10-12,107.088
2016-10-13,107.148
2016-10-14,107.087
2016-10-17,107.066
2016-10-18,107.182
2016-10-19,107.376
2016-10-20,107.205
2016-10-21,107.834
2016-10-24,107.702
2016-10-25,106.929
2016-10-26,106.803
2016-10-27,106.867
2016-10-28,106.799
2016-10-31,106.855
2016-11-01,106.276
2016-11-02,104.835
2016-11-03,104.857
2016-11-04,104.953
2016-11-07,105.171
2016-11-08,105.408
2016-11-09,105.134
2016-11-10,104.829
2016-11-14,104.35
2016-11-15,104.314
2016-11-16,104.339
2016-11-17,104.115
2016-11-18,104.027
2016-11-21,104.199
2016-11-22,104.254
2016-11-23,104.268
2016-11-25,104.236
2016-11-28,104.61
2016-11-29,104.619
2016-11-30,104.305
2016-12-01,103.913
2016-12-02,104.12
2016-12-05,104.064
2016-12-06,104.244
2016-12-07,104.365
2016-12-08,104.185
2016-12-09,104.141
2016-12-12,104.152
2016-12-13,104.076
2016-12-14,103.429
2016-12-15,103.511
2016-12-16,103.325
2016-12-19,103.335
2016-12-20,103.345
2016-12-21,103.425
2016-12-22,103.383
2016-12-23,103.391
2016-12-27,103.274
2016-12-28,103.457
2016-12-29,103.672
2016-12-30,103.707
2017-01-03,103.59
2017-01-04,103.685
2017-01-05,103.957
2017-01-06,103.678
2017-01-09,103.829
2017-01-10,104.042
2017-01-11,104.018
2017-01-12,104.021
2017-01-13,103.949
2017-01-17,104.123
2017-01-18,103.493
2017-01-19,103.784
2017-01-20,103.68
2017-01-23,103.747
2017-01-24,103.555
2017-01-25,103.502
2017-01-26,103.357
2017-01-27,103.438
2017-01-30,103.179
2017-01-31,103.295
2017-02-01,103.217
2017-02-02,103.235
2017-02-03,103.33
2017-02-06,103.512
2017-02-07,103.482
2017-02-08,103.595
2017-02-09,103.428
2017-02-10,103.8
2017-02-13,103.67
2017-02-14,103.793
2017-02-15,103.666
2017-02-16,103.794
2017-02-17,103.936
2017-02-21,103.756
2017-02-22,103.885
2017-02-23,103.969
2017-02-24,104.13
2017-02-27,103.854
2017-02-28,103.567
2017-03-01,103.96
2017-03-02,103.944
2017-03-03,103.977
2017-03-06,104.021
2017-03-07,103.539
2017-03-08,102.91
2017-03-09,102.067
2017-03-10,102.107
2017-03-13,101.984
2017-03-14,101.781
2017-03-15,102.523
2017-03-16,102.679
2017-03-17,102.75
2017-03-20,102.786
2017-03-21,102.933
2017-03-22,102.879
2017-03-23,102.647
2017-03-24,103.069
2017-03-27,103.27
2017-03-28,103.1
2017-03-29,103.409
2017-03-30,103.511
2017-03-31,103.814
2017-04-03,103.95
2017-04-04,103.883
2017-04-05,104.024
2017-04-06,103.971
2017-04-07,103.826
2017-04-10,103.933
2017-04-11,104.228
2017-04-12,104.427
2017-04-13,104.486
2017-04-17,104.496
2017-04-18,104.751
2017-04-19,104.693
2017-04-20,104.615
2017-04-21,104.616
2017-04-24,104.733
2017-04-25,104.74
2017-04-26,104.817
2017-04-27,104.989
2017-04-28,104.99
2017-05-01,104.993
2017-05-02,105.086
2017-05-03,104.912
2017-05-04,104.736
2017-05-05,104.738
2017-05-08,104.647
2017-05-09,104.655
2017-05-10,104.754
2017-05-11,104.785
2017-05-12,105.006
2017-05-15,104.988
2017-05-16,104.897
2017-05-17,104.995
2017-05-18,104.936
2017-05-19,105.25
2017-05-22,105.15
2017-05-23,105.47
2017-05-24,105.565
2017-05-25,105.519
2017-05-26,105.545
2017-05-30,105.659
2017-05-31,105.653
2017-06-01,105.623
2017-06-02,105.739
2017-06-05,105.662
2017-06-06,105.522
2017-06-07,105.45
2017-06-08,105.419
2017-06-09,105.475
2017-06-12,105.427
2017-06-13,105.358
2017-06-14,105.707
2017-06-15,105.538
2017-06-16,105.601
2017-06-19,105.44
2017-06-20,105.486
2017-06-21,105.427
2017-06-22,105.128
2017-06-23,105.116
2017-06-26,105.083
2017-06-27,105.102
2017-06-28,105.118
2017-06-29,105.032
2017-06-30,104.871
2017-07-03,104.737
2017-07-05,104.922
2017-07-06,105.11
2017-07-07,105.1
2017-07-10,105.136
2017-07-11,105.097
2017-07-12,105.195
2017-07-13,105.159
2017-07-14,105.07
2017-07-17,105.285
2017-07-18,105.24
2017-07-19,105.171
2017-07-20,105.152
2017-07-21,105.215
2017-07-24,105.181
2017-07-25,104.992
2017-07-26,105.182
2017-07-27,105.146
2017-07-28,105.18
2017-07-31,105.088
2017-08-01,105.166
2017-08-02,105.09
2017-08-03,104.738
2017-08-04,104.633
2017-08-07,104.542
2017-08-08,104.519
2017-08-09,104.352
2017-08-10,104.171
2017-08-11,104.158
2017-08-14,104.2
2017-08-15,104.041
2017-08-16,104.176
2017-08-17,104.162
2017-08-18,104.125
2017-08-21,104.178
2017-08-22,104.122
2017-08-23,104.264
2017-08-24,104.148
2017-08-25,104.237
2017-08-28,104.313
2017-08-29,104.429
2017-08-30,104.509
