date,PX_LAST
2018-03-14,97.91
2018-03-15,97.857
2018-03-16,97.762
2018-03-19,97.602
2018-03-20,97.264
2018-03-21,97.285
2018-03-22,97.352
2018-03-23,97.092
2018-03-26,96.837
2018-03-27,97.073
2018-03-28,96.786
2018-03-29,97.077
2018-04-02,97.0
2018-04-03,96.964
2018-04-04,96.899
2018-04-05,97.049
2018-04-06,97.255
2018-04-09,97.094
2018-04-10,97.081
2018-04-11,97.12
2018-04-12,97.105
2018-04-13,97.362
2018-04-16,97.289
2018-04-17,97.174
2018-04-18,97.095
2018-04-19,97.054
2018-04-20,96.863
2018-04-23,96.737
2018-04-24,96.572
2018-04-25,96.059
2018-04-26,95.915
2018-04-27,95.901
2018-04-30,95.93
2018-05-01,95.923
2018-05-02,95.753
2018-05-03,95.801
2018-05-04,95.768
2018-05-07,94.508
2018-05-11,93.296
2018-05-14,93.617
2018-05-15,93.619
2018-05-16,93.362
2018-05-17,93.368
2018-05-18,93.412
2018-05-21,93.464
2018-05-22,93.457
2018-05-23,93.527
2018-05-24,93.505
2018-05-25,93.469
2018-05-29,93.226
2018-05-30,93.055
2018-05-31,93.058
2018-06-01,92.911
2018-06-04,92.782
2018-06-05,92.485
2018-06-06,92.483
2018-06-07,92.397
2018-06-08,92.296
2018-06-11,92.074
2018-06-12,92.369
2018-06-13,92.266
2018-06-14,92.46
2018-06-15,92.449
2018-06-18,92.465
2018-06-19,92.3
2018-06-20,92.244
2018-06-21,92.005
2018-06-22,92.01
2018-06-25,92.048
2018-06-26,91.507
2018-06-27,91.551
2018-06-28,91.482
2018-06-29,91.407
2018-07-02,91.06
2018-07-03,90.826
2018-07-05,90.523
2018-07-06,90.2
2018-07-09,90.44
2018-07-10,90.62
2018-07-11,90.517
2018-07-12,90.701
2018-07-13,90.974
2018-07-16,91.452
2018-07-17,91.58
2018-07-18,91.87
2018-07-19,92.275
2018-07-20,92.611
2018-07-23,92.899
2018-07-24,93.244
2018-07-25,93.897
2018-07-26,94.351
2018-07-27,94.455
2018-07-30,94.534
2018-07-31,94.674
2018-08-01,94.64
2018-08-02,94.521
2018-08-03,94.738
2018-08-06,94.759
2018-08-07,94.795
2018-08-08,94.991
2018-08-09,94.985
2018-08-10,95.103
2018-08-13,94.852
2018-08-14,94.841
2018-08-15,94.863
2018-08-16,94.724
2018-08-17,94.721
2018-08-20,94.656
2018-08-21,94.679
2018-08-22,94.624
2018-08-23,94.53
2018-08-24,94.657
2018-08-27,94.638
2018-08-28,94.515
2018-08-29,94.668
2018-08-30,94.612
2018-08-31,94.55
2018-09-04,94.17
2018-09-05,94.132
2018-09-06,94.118
2018-09-07,93.937
2018-09-10,93.945
2018-09-11,93.865
2018-09-12,94.095
2018-09-13,93.975
2018-09-14,94.276
2018-09-17,94.371
2018-09-18,94.296
2018-09-19,94.392
2018-09-20,94.548
2018-09-21,94.884
2018-09-24,94.865
2018-09-25,94.92
2018-09-26,95.672
2018-09-27,96.408
2018-09-28,96.543
2018-10-01,96.524
2018-10-02,96.692
2018-10-03,96.648
2018-10-04,96.43
2018-10-05,96.423
2018-10-09,96.524
2018-10-10,96.558
2018-10-11,96.345
2018-10-12,96.337
2018-10-15,96.316
2018-10-16,96.349
2018-10-17,96.268
2018-10-18,96.428
2018-10-19,96.348
2018-10-22,96.423
2018-10-23,96.412
2018-10-24,96.577
2018-10-25,96.421
2018-10-26,96.315
2018-10-29,96.431
2018-10-30,96.292
2018-10-31,96.367
2018-11-01,96.364
2018-11-02,96.584
2018-11-05,97.105
2018-11-06,96.475
2018-11-07,96.474
2018-11-08,96.695
2018-11-09,96.639
2018-11-13,96.606
2018-11-14,96.654
2018-11-15,96.555
2018-11-16,96.723
2018-11-19,96.594
2018-11-20,96.595
2018-11-21,96.392
