date,BB_COMPOSITE,RTG_COMPOSITE_CHANGE,RTG_SP,RTG_SP_CHANGE,RTG_FITCH,RTG_FITCH_CHANGE,RTG_MOODY,RTG_MOODY_CHANGE,TOT_DEBT_TO_TOT_EQY,CUR_RATIO,IS_EPS,RETURN_ON_ASSET,RETURN_COM_EQY,EBITDA_TO_REVENUE,ISSUE_DT,MATURITY,CALLABLE,NORMALIZED_PAYMENT_RANK,CPN_TYP,CPN_FREQ,PX_LAST
2016-06-01,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.924
2016-06-02,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.084
2016-06-03,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.314
2016-06-06,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.012
2016-06-07,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.835
2016-06-08,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.885
2016-06-09,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.621
2016-06-10,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.887
2016-06-13,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.788
2016-06-14,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.339
2016-06-15,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.579
2016-06-16,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.474
2016-06-17,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.213
2016-06-20,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.819
2016-06-21,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.936
2016-06-22,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.177
2016-06-23,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,91.91
2016-06-24,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.352
2016-06-27,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.604
2016-06-28,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,92.548
2016-06-29,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,93.265
2016-06-30,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,93.963
2016-07-01,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,94.494
2016-07-05,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,95.017
2016-07-06,BBB,0.0,BBB-,0.0,,0.0,Baa1,0.0,,,,,,,2015-05-07,2025-05-07,N,Sr Unsecured,FIXED,2,95.121
