date,BB_COMPOSITE,RTG_COMPOSITE_CHANGE,RTG_SP,RTG_SP_CHANGE,RTG_FITCH,RTG_FITCH_CHANGE,RTG_MOODY,RTG_MOODY_CHANGE,TOT_DEBT_TO_TOT_EQY,CUR_RATIO,IS_EPS,RETURN_ON_ASSET,RETURN_COM_EQY,EBITDA_TO_REVENUE,ISSUE_DT,MATURITY,CALLABLE,NORMALIZED_PAYMENT_RANK,CPN_TYP,CPN_FREQ,PX_LAST
2016-12-13,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.407
2016-12-14,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.031
2016-12-15,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.549
2016-12-16,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.696
2016-12-19,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.89
2016-12-20,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.817
2016-12-21,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.896
2016-12-22,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.843
2016-12-23,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.861
2016-12-27,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,100.738
2016-12-28,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.323
2016-12-29,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.527
2016-12-30,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.613
2017-01-03,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.424
2017-01-04,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.74
2017-01-05,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.963
2017-01-06,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.994
2017-01-09,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.937
2017-01-10,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.945
2017-01-11,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.915
2017-01-12,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.931
2017-01-13,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.967
2017-01-17,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,102.187
2017-01-18,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.844
2017-01-19,A-,0.0,A-,0.0,,0.0,A3,0.0,1015.3048697312781,0.969261279127417,-0.3,-2.7119551175580408,-128.76232201533406,44.871794871794876,2016-06-22,2021-06-22,N,Sr Unsecured,FIXED,2,101.813
